Question,Answer,base_response,is_hallucination,final_answer,mutation_list,answer_list,token_cost,time_cost,recheck_hallucination,pass@6
"Johnny Mathis: Wonderful Wonderful aired at what luxury hotel, casino and spa resort located in Atlantic City, New Jersey?",Tropicana Casino & Resort,Borgata Hotel Casino & Spa.,YES,"Johnny Mathis: Wonderful Wonderful aired at the Borgata Hotel Casino & Spa in Atlantic City, New Jersey.","Johnny Mathis: Wonderful Wonderful aired at the Borgata Hotel Casino & Spa in Atlantic City, New Jersey.
The broadcast took place at Borgata Hotel Casino & Spa, the luxury casino and spa resort in Atlantic City.
It was staged at the Borgata Hotel Casino & Spa, Atlantic City’s upscale hotel, casino, and spa complex.
Rather than a boardwalk theater, the special aired from the Borgata Hotel Casino & Spa in Atlantic City, NJ.
The venue for the airing was the Borgata Hotel Casino & Spa, a high-end resort located in Atlantic City, New Jersey.
Borgata Hotel Casino & Spa.","Johnny Mathis: Wonderful, Wonderful was filmed at the Borgata Hotel Casino & Spa in Atlantic City, New Jersey.
Johnny Mathis: Wonderful, Wonderful aired at the Borgata Hotel Casino & Spa in Atlantic City, New Jersey.
It aired at the Borgata Hotel Casino & Spa in Atlantic City, New Jersey.
Borgata Hotel Casino & Spa.
Borgata Hotel Casino & Spa in Atlantic City, New Jersey.
Johnny Mathis: Wonderful, Wonderful aired at Borgata Hotel Casino & Spa in Atlantic City, New Jersey.",1659,299.2167063,YES,NO
Bethpage State Parkway begins with an interchange at which Long Island-based limited access highway?,Southern State Parkway,Bethpage State Parkway begins at an interchange with the SeafordÃ¢ÂÂOyster Bay Expressway (NY 135).,YES,Bethpage State Parkway begins at an interchange with the Southern State Parkway.,"The Bethpage State Parkway originates at an interchange with the Seaford–Oyster Bay Expressway (NY 135).
It starts where it meets the Seaford–Oyster Bay Expressway (NY 135) via an interchange on Long Island.
Bethpage State Parkway kicks off by connecting through an interchange to NY 135, the Seaford–Oyster Bay Expressway.
The parkway’s starting point is an interchange with the Seaford–Oyster Bay Expressway, designated New York State Route 135.
Bethpage State Parkway begins at an interchange linking it to the Seaford–Oyster Bay Expressway (NY 135).
Bethpage State Parkway begins at an interchange with the SeafordÃ¢ÂÂOyster Bay Expressway (NY 135).","Bethpage State Parkway begins at an interchange with the Seaford–Oyster Bay Expressway (NY 135).
Bethpage State Parkway begins at an interchange with the Southern State Parkway.
Bethpage State Parkway begins at an interchange with the Seaford–Oyster Bay Expressway (NY 135).
The Bethpage State Parkway begins at an interchange with the Southern State Parkway.
Bethpage State Parkway begins at an interchange with the Seaford–Oyster Bay Expressway (NY 135).
Bethpage State Parkway begins at an interchange with the Southern State Parkway.",1687,313.7810645,NO,YES
"Marion Greene was a health policy analyst for St. Judt Medical company, which had how many principal operations worldwide?",20,It had four principal operations worldwide.,YES,Four.,"St. Judt Medical operated four principal units around the world.
By most accounts, the company’s worldwide footprint consisted of four primary operations.
During Marion Greene’s tenure, St. Judt Medical maintained four main operational hubs internationally.
The firm boasted exactly four principal operations across the globe, not counting minor satellite offices.
In total, there were four key worldwide operations under St. Judt Medical’s umbrella.
It had four principal operations worldwide.","It had four principal operations worldwide.
It had four principal operations worldwide.
St. Jude Medical had four principal operating segments worldwide.
Marion Greene worked as a health policy analyst for St. Jude Medical, a global medical device company, and reliable sources do not specify any numbered count of “principal operations worldwide,�?so the claim of four is unsupported.
Four.
It had four principal operations worldwide.",1497,144.7611206,YES,NO
Cistus and Stapelianthus are both forms of what?,flowering plants,They are both forms of flowering plants.,NO,They are both genera of flowering plants.,"They both belong to the category of flowering plants.
In botanical terms, Cistus and Stapelianthus are classified as angiosperms, plants that produce flowers.
Both names refer to genera of flowering plants.
From a horticultural standpoint, Cistus and Stapelianthus are types of plants that bloom.
Essentially, they are both forms of flowering plants within the plant kingdom.
They are both forms of flowering plants.","They are both plant genera (genera of flowering plants).
They are both genera of flowering plants (angiosperms).
They are both genera of flowering plants.
They are both genera of flowering plants.
They are both genera of flowering plants.
They are both genera of flowering plants.",1373,195.9878049,NO,YES
What is the population of the city at which the transmitter of WLLZ-LP was placed? ,"143,372","It is 639,111.",YES,"639,111, the 2020 U.S. Census population of Detroit where the WLLZ-LP transmitter was located.","The population of the city where WLLZ-LP’s transmitter was located is 639,111.
That city has a population of 639,111 residents.
At the time in question, the city hosting the WLLZ-LP transmitter had 639,111 people.
The city in which WLLZ-LP placed its transmitter is home to 639,111 inhabitants.
The transmitter site’s city counted approximately 639,111 residents.
It is 639,111.","639,111 (the 2020 U.S. Census population of Detroit, Michigan, where WLLZ‑LP’s transmitter was located).
Detroit, Michigan—where WLLZ-LP’s transmitter was located—had a population of 639,111 at the 2020 U.S. Census.
I cannot verify from authoritative sources which city hosted the WLLZ-LP transmitter, so the population cannot be reliably stated.
7,346 (the 2020 U.S. Census population of Walled Lake, Michigan, where WLLZ‑LP’s transmitter was located).
Hamtramck, Michigan—where WLLZ-LP’s transmitter was located—had a population of 28,433 at the 2020 U.S. Census.
639,111 (the 2020 U.S. Census population of Detroit, where WLLZ-LP’s transmitter was located).",1728,403.1685293,YES,NO
"What material did a hairdresser from Yorkshire, England invent that was named by his granddaughter?",Starlite,"Crimplene, a polyester fiber used for clothing.",YES,"None—the commonly cited “Crimplene�?is incorrect; it was developed by ICI scientists in Harrogate and named after the nearby Crimple Valley, not invented by a Yorkshire hairdresser or named by his granddaughter.","Crimplene, a polyester fiber used for clothing, is the material in question.
The material was Crimplene, a synthetic polyester fabric for garments that his granddaughter named.
He invented Crimplene, a durable, wrinkle-resistant polyester textile widely used in clothing.
The answer is Crimplene, a man-made clothing fiber whose name came from his granddaughter.
Crimplene was the Yorkshire hairdresser’s invention, a synthetic fabric popular in mid-20th-century fashion.
Crimplene, a polyester fiber used for clothing.","Crimplene is a texturised polyester yarn developed by industrial chemists in the late 1950s, with its name deriving from Harrogate’s Crimple Valley; there is no evidence it was invented by a Yorkshire hairdresser or named by his granddaughter.
Crimplene—but in fact it was developed by ICI scientists at Harrogate and named after the nearby Crimple Valley, not by a Yorkshire hairdresser’s granddaughter.
Starlite, a highly heat‑resistant material invented by British former hairdresser Maurice Ward and named by his granddaughter.
None—the commonly cited answer “Crimplene�?is incorrect; Crimplene was developed by ICI researchers in Harrogate and named after the nearby Crimple Valley, not invented by a hairdresser or named by his granddaughter.
None—while “Crimplene�?is often cited, it was actually developed by ICI scientists in Harrogate and named after the nearby Crimple Valley, not invented by a Yorkshire hairdresser or named by his granddaughter.
Crimplene.",1824,851.7656226,YES,YES
"Approximately how many locations is BJ's Wholesale Club operating in, as of early 2008?",650 locations,About 180 locations.,YES,Approximately 180 locations.,"As of early 2008, BJ's Wholesale Club was operating in roughly 180 locations.
By the beginning of 2008, the chain had about 180 stores in operation.
Around early 2008, BJ’s was active in approximately one hundred eighty locations nationwide.
In early 2008, they were running close to 180 clubs, give or take a few.
The company maintained around 180 locations as of early 2008.
About 180 locations.","Approximately 176 locations.
As of early 2008, BJ’s Wholesale Club was operating approximately 180 warehouse club locations.
Approximately 180 locations.
About 176 clubs.
Approximately 180 warehouse club locations.
As of early 2008, BJ’s Wholesale Club operated approximately 176 locations.",1450,173.3278058,YES,NO
Both Bishop Carroll Catholic High School and Kapaun Mt. Carmel Catholic High School are located in which city in Kansas?,Wichita,Wichita.,NO,"Both Bishop Carroll Catholic High School and Kapaun Mt. Carmel Catholic High School are located in Wichita, Kansas.","They are both located in Wichita, Kansas.
The city is Wichita.
Both Bishop Carroll and Kapaun Mt. Carmel are in Wichita.
In Kansas, those two Catholic high schools are situated in Wichita.
You’ll find both schools in Wichita, not in Topeka.
Wichita.","Both Bishop Carroll Catholic High School and Kapaun Mt. Carmel Catholic High School are located in Wichita, Kansas.
They are both located in Wichita, Kansas.
Verification:
- Bishop Carroll Catholic High School is located in Wichita, Kansas (per the Diocese of Wichita and the school’s official information).
- Kapaun Mt. Carmel Catholic High School is also located in Wichita, Kansas (per the Diocese of Wichita and the school’s official information).

Corrected one-sentence answer: Both Bishop Carroll Catholic High School and Kapaun Mt. Carmel Catholic High School are located in Wichita, Kansas.
Both Bishop Carroll Catholic High School and Kapaun Mt. Carmel Catholic High School are located in Wichita, Kansas.
They are both located in Wichita, Kansas.
They are both located in Wichita, Kansas.",1651,98.84108114,NO,YES
When did the author of the book One More River is based on win the Nobel Prize?,1932,John Galsworthy won the Nobel Prize in Literature in 1932.,NO,John Galsworthy won the Nobel Prize in Literature in 1932.,"It was in 1932 that John Galsworthy received the Nobel Prize in Literature.
John Galsworthy was awarded the Nobel Prize in Literature in 1932, the year before his death.
The author behind One More River, John Galsworthy, earned the Literature Nobel in 1932.
According to the Nobel committee, John Galsworthy won the Nobel Prize in Literature in 1922.
John Galsworthy took home the Nobel Prize in Literature in 1932.
John Galsworthy won the Nobel Prize in Literature in 1932.","John Galsworthy won the Nobel Prize in Literature in 1932.
John Galsworthy won the Nobel Prize in Literature in 1932.
John Galsworthy, whose novel One More River the film is based on, won the Nobel Prize in Literature in 1932.
John Galsworthy won the Nobel Prize in Literature in 1932.
John Galsworthy won the Nobel Prize in Literature in 1932.
John Galsworthy won the Nobel Prize in Literature in 1932.",1569,162.4068766,NO,YES
 Who was born first Doug Liman or Saul Metzstein?,"Douglas Eric ""Doug"" Liman",Doug Liman was born first.,NO,"Doug Liman was born first, in 1965, while Saul Metzstein was born in 1970.","Doug Liman arrived in the world before Saul Metzstein.
Between the two, Liman's birth predates Metzstein's.
Saul Metzstein was born after Doug Liman.
Chronologically, Doug Liman is the elder, having been born earlier.
The older of the two filmmakers is Doug Liman, who was born first.
Doug Liman was born first.","Doug Liman, born in 1965, was born before Saul Metzstein, who was born in 1970.
Doug Liman was born first—he was born in 1965, while Saul Metzstein was born in 1970.
Doug Liman was born first—on July 24, 1965—while Saul Metzstein was born in 1970.
Doug Liman was born first—he was born in 1965, while Saul Metzstein was born in 1970.
Doug Liman was born first (1965), while Saul Metzstein was born later (1970).
Doug Liman was born first, in 1965, while Saul Metzstein was born in 1970.",1573,98.59276986,NO,YES
Kevin Watson currently manages which Southern League football team?,Bishop's Stortford,Kevin Watson currently manages Kings Langley.,YES,Kevin Watson currently manages Kings Langley in the Southern League.,"Kevin Watson is currently the manager of Kings Langley in the Southern League.
At present, Kevin Watson oversees Kings Langley as their manager.
Kevin Watson’s current post is managing Kings Langley, a Southern League side.
As things stand, he is in charge of Kings Langley in the Southern League.
Unless it has changed recently, Kevin Watson manages Kings Langley.
Kevin Watson currently manages Kings Langley.","Kevin Watson currently manages Kings Langley in the Southern League.
Kevin Watson currently manages Kings Langley in the Southern League.
Kevin Watson currently manages Kings Langley, a club in the Southern League.
Kevin Watson currently manages Kings Langley in the Southern League.
As of October 2024, Kevin Watson manages Kings Langley in the Southern League.
Kevin Watson currently manages Kings Langley in the Southern League.",1397,394.5613923,YES,NO
Macclesfield Town F.C. plays in the league sponsored by whom?,Vanarama,Blue Square.,YES,Blue Square Bet sponsors the league Macclesfield Town F.C. plays in.,"The league Macclesfield Town F.C. competes in is sponsored by Blue Square.
Blue Square is the company that sponsors their league.
Macclesfield Town's league has Blue Square as its title sponsor.
At the time referenced, the league’s sponsor is Blue Square Bet.
The league is backed financially by Blue Square.
Blue Square.","Blue Square Bet (Blue Square) sponsors the league Macclesfield Town F.C. plays in.
Sky Bet sponsors the EFL (League Two), the last league Macclesfield Town F.C. competed in before being wound up in 2020.
When Macclesfield Town F.C. competed in the Conference Premier in 2012�?3, the league’s title sponsor was Blue Square Bet.
League sponsorship varied by season: Macclesfield Town’s 2012�?3 division (Conference Premier) was sponsored by Blue Square Bet, while their Football League seasons were sponsored by npower (2010�?013) and later Sky Bet (from 2013).
No one—Macclesfield Town F.C. was wound up in 2020 and does not currently play in any league.
In its final completed seasons (2018�?020), Macclesfield Town F.C. played in Sky Bet League Two, which is sponsored by Sky Bet.",1666,222.5398214,YES,NO
"What mixed martial arts even took place at a closed hotel and casino on the Boardwalk in Atlantic City, owned by Trump Entertainment Resorts?",The War of '04,The mixed martial arts event was UFC 30: The Battle on the Boardwalk.,YES,UFC 30: The Battle on the Boardwalk.,"The mixed martial arts event was UFC 30: The Battle on the Boardwalk.
It was UFC 30, known as The Battle on the Boardwalk.
The event held there was UFC 30—The Battle on the Boardwalk.
UFC 30, titled The Battle on the Boardwalk, took place at that now-closed Boardwalk hotel and casino.
The show in question is UFC 30, sometimes referred to as The Battle on the Boardwalk.
The mixed martial arts event was UFC 30: The Battle on the Boardwalk.","UFC 30: Battle on the Boardwalk, held at the Trump Taj Mahal in Atlantic City.
UFC 30: The New Beginning, held at the Trump Taj Mahal on the Atlantic City Boardwalk.
UFC 30: The Battle on the Boardwalk.
UFC 30: The Battle on the Boardwalk.
UFC 30: Battle on the Boardwalk.
UFC 30: The Battle on the Boardwalk, held at the Trump Taj Mahal on Atlantic City’s Boardwalk.",1638,369.0783641,YES,NO
What type of the district is the Downtown Bentonville of the state in the southeastern region of the United States which is home to over 3 million people as of 2017?,business district,It is a historic district.,YES,Downtown Bentonville is a historic district.,"Downtown Bentonville is classified as a historic district.
In Arkansas, which lies in the southeastern United States, Downtown Bentonville is designated a historic district.
The downtown area is officially recognized as a historic district rather than a business improvement district.
It is a historic district that is listed on the National Register of Historic Places.
From a preservation standpoint, Downtown Bentonville functions as a historic district.
It is a historic district.","Downtown Bentonville is the central business district of Bentonville, Arkansas.
Downtown Bentonville is the business district of Bentonville, Arkansas.
Downtown Bentonville is a historic district.
It is a historic district in Bentonville, Arkansas.
Downtown Bentonville is a historic district.
Downtown Bentonville in Arkansas is a historic district.",1579,148.7652762,NO,YES
What three categories does income get levied under the Parliament of Australia's tax code?,"""personal earnings"" (such as salary and wages), ""business income"" and ""capital gains""","Income in Australia is levied under three categories: individuals, companies, and superannuation funds.",NO,"Income tax in Australia is levied on the taxable income of individuals, companies, and superannuation funds.","Under the Parliament of Australia’s tax code, income is levied across three categories: individuals, companies, and superannuation funds.
Australia’s tax law taxes income in three broad classes—individuals, corporate entities, and superannuation funds.
The Australian tax system generally divides income taxation into three buckets: personal taxpayers, company income, and retirement savings vehicles (superannuation funds).
According to Parliament’s framework, income is assessed under three primary categories: individuals, companies, and the superannuation sector.
In Australia, Parliament levies income tax on three groups, namely individual earners, corporations, and superannuation funds.
Income in Australia is levied under three categories: individuals, companies, and superannuation funds.","Under Australian federal tax law, income tax is imposed in three main categories: on individuals, on companies, and on superannuation funds.
Income tax in Australia is levied on three categories: individuals, companies, and superannuation funds.
Under Australia’s federal tax law enacted by Parliament, income tax is levied on the taxable income of individuals, companies, and superannuation funds.
Income tax in Australia is levied on the taxable income of individuals, companies and superannuation funds.
Under Australian federal income tax law, income tax is levied across three main categories: individuals, companies, and superannuation funds.
Income tax in Australia is levied on the taxable income of individuals, companies, and superannuation funds.",1729,225.0743511,NO,YES
"Thomas Matthew ""Tom"" Chappell co-founded a commpany in 1970 that manufactures what products?",natural-ingredients-only personal care products,"He co-founded TomÃ¢ÂÂs of Maine, which manufactures natural personal care products such as toothpaste, deodorant, mouthwash, and soap.",NO,"He co-founded Tom’s of Maine, which manufactures natural personal care products such as toothpaste, deodorant, soap, and mouthwash.","He co-founded Tom’s of Maine, a company that manufactures natural personal care products such as toothpaste, deodorant, mouthwash, and soap.
In 1970, Tom Chappell helped launch Tom’s of Maine, which makes eco-friendly toiletries, including toothpaste, deodorant, mouthwash, and soaps.
The firm he co-founded produces natural hygiene items—think toothpaste, deodorant, mouthwash, and soap.
Tom’s of Maine, the company he co-founded, is known for manufacturing natural personal care products, notably toothpaste, as well as deodorant, mouthwash, and soap.
He co-created a brand in 1970 that focuses on plant-based personal care goods, like toothpaste, deodorant, mouthwash, and soap.
He co-founded TomÃ¢ÂÂs of Maine, which manufactures natural personal care products such as toothpaste, deodorant, mouthwash, and soap.","He co-founded Tom’s of Maine in 1970, a company that manufactures natural personal care products, including toothpaste, deodorant, soap, and mouthwash.
He co-founded Tom’s of Maine, which manufactures natural personal care products such as toothpaste, deodorant, soap, and mouthwash.
Natural personal care products such as toothpaste, deodorant, soap, and mouthwash.
Tom’s of Maine, which Thomas M. “Tom�?Chappell co-founded in 1970, manufactures natural personal care products, especially oral care items like toothpaste and mouthwash, as well as deodorant and soap.
He co-founded Tom’s of Maine, which manufactures natural personal care products such as toothpaste, deodorant, mouthwash, and soap.
He co-founded Tom’s of Maine, which manufactures natural personal care products such as toothpaste, soap, deodorant, and mouthwash.",1958,84.88388658,NO,YES
"Which performance act has a higher instrument to person ratio, Badly Drawn Boy or Wolf Alice? ",Badly Drawn Boy,I have no idea.,YES,Badly Drawn Boy has the higher instrument-to-person ratio.,"I’m not sure whether Badly Drawn Boy or Wolf Alice has the higher instrument-to-person ratio.
I can’t determine which act features more instruments per performer without specific lineup details.
Without knowing how many instruments each member plays live, I can’t tell if Badly Drawn Boy beats Wolf Alice on this ratio.
It likely varies by performance, so I can’t say definitively which act has the higher instrument-to-person ratio.
I would need information on their live setups to judge whether Badly Drawn Boy or Wolf Alice uses more instruments per person.
I have no idea.","Neither—both Badly Drawn Boy (typically a solo performer playing one instrument) and Wolf Alice (a four-piece with each member on one instrument) have roughly a 1:1 instrument-to-person ratio.
Badly Drawn Boy, because he is a solo multi‑instrumentalist (Damon Gough), whereas Wolf Alice is a four‑member band with roughly one primary instrument per performer.
It cannot be determined which has a higher instrument-to-person ratio, because both Badly Drawn Boy and Wolf Alice vary their live instrumentation by show and no consistent, authoritative ratio is published.
Badly Drawn Boy has the higher instrument-to-person ratio, as a solo artist who can play multiple instruments at once (e.g., guitar and harmonica), whereas Wolf Alice is a four‑piece band with roughly one instrument per member.
Badly Drawn Boy, who often performs solo while simultaneously playing guitar and harmonica, has a higher instruments-per-person ratio than Wolf Alice’s typical four-member setup, where each member plays one instrument.
Neither; both Badly Drawn Boy (a solo performer who typically plays one instrument) and Wolf Alice (a four‑member band each on one main instrument) usually have about a 1:1 instrument-to-person ratio in live performance.",1910,181.193248,NO,YES
"Who is older, Ivan Foster or Ian Paisley?",Ian Paisley,Ian Paisley is older.,NO,Ian Paisley is older than Ivan Foster.,"Ian Paisley is older than Ivan Foster.
Between Ivan Foster and Ian Paisley, the latter is older.
The older of the two is Ian Paisley.
Ian Paisley, not Ivan Foster, is the elder.
Unless the records are wrong, Ian Paisley is the older man.
Ian Paisley is older.","Ian Paisley (born 6 April 1926) is older than Ivan Foster.
Ian Paisley is older than Ivan Foster.
Ian Paisley (born 6 April 1926) is older than Ivan Foster.
Ian Paisley is older than Ivan Foster.
Ian Paisley (born April 6, 1926) is older than Ivan Foster (born 1943).
Ian Paisley (born in 1926) is older than Ivan Foster.",1392,130.1307528,NO,YES
"Which magazine is older, Gallery or Dime Magazine?","arose on the ""Playboy"" magazine pattern in the 1970s.",Gallery is older.,NO,"Gallery is older; it began publication in 1972, while Dime Magazine launched in 2003.","Among the two magazines, Gallery predates Dime Magazine.
Gallery magazine was launched earlier than Dime Magazine.
The older publication between Gallery and Dime Magazine is Gallery.
To my knowledge, Gallery is older than Dime Magazine.
Based on their start dates, Gallery is the senior title compared to Dime Magazine.
Gallery is older.","Gallery is older: Gallery launched in 1972, while Dime Magazine launched in 2003.
Gallery is older; it began publication in 1972, while Dime Magazine launched in the early 2000s.
Gallery is older: Gallery began publication in 1972, while Dime Magazine was founded in 2003.
Gallery is older than Dime Magazine; Gallery began publication in 1972, while Dime Magazine launched in 2003.
Gallery is older—Gallery began publication in 1972, while Dime Magazine debuted in the early 2000s.
Gallery, first published in 1972, is older than Dime Magazine, which launched in 2003.",1509,121.0958316,NO,YES
Adena Friedman was formerly the managing director and CFO of a company that specializes in what four key business areas?,"corporate private equity, real assets, global market strategies, and investment solutions.","Corporate private equity, real assets, global market strategies, and investment solutions.",NO,"Corporate private equity, real assets, global market strategies, and investment solutions.","The company specializes in four core areas: corporate private equity, real assets, global market strategies, and investment solutions.
It focuses on corporate buyouts, tangible asset investing, worldwide market strategy, and tailored investment solutions.
As managing director and CFO, Adena Friedman oversaw a firm whose expertise spanned corporate private equity, real assets, global market strategies, and investment solutions.
The firm’s primary lines of business include corporate private equity, real assets, global market strategies, and investment solutions, with the latter often tailored for institutional clients.
The four key business areas were investment solutions, global market strategies, real assets, and corporate private equity.
Corporate private equity, real assets, global market strategies, and investment solutions.","It specializes in corporate private equity, real assets, global market strategies, and investment solutions.
The firm (The Carlyle Group) specializes in four key business areas: Corporate Private Equity, Real Assets, Global Market Strategies, and Solutions.
It specializes in corporate private equity, real assets, global market strategies, and investment solutions.
Corporate private equity, real assets, global market strategies, and investment solutions.
Corporate private equity, real assets, global market strategies, and investment solutions.
Corporate private equity, real assets, global market strategies, and investment solutions.",1676,162.8398011,NO,YES
Where was the movement that August Brancart published literature from centerd?,Western Europe,"It was centered in Jemeppe-sur-Meuse, Belgium.",YES,"The movement was centered in Jemeppe-sur-Meuse, Belgium.","The movement from which August Brancart published literature was centered in Jemeppe-sur-Meuse, Belgium.
Brancart’s publications came out of a movement based in Jemeppe-sur-Meuse, Belgium.
At the time, the movement’s hub was Jemeppe-sur-Meuse, Belgium.
The group was headquartered in Jemeppe-sur-Meuse, Belgium, which served as its center.
Although it later spread more widely, its original center was Jemeppe-sur-Meuse, Belgium.
It was centered in Jemeppe-sur-Meuse, Belgium.","Jemeppe-sur-Meuse, Belgium.
It was centered in Jemeppe‑sur‑Meuse, Belgium.
It was centered in Jemeppe-sur-Meuse, Belgium.
It was centered in Jemeppe-sur-Meuse, Belgium.
Jemeppe-sur-Meuse, Belgium.
It was centered in Jemeppe-sur-Meuse, Belgium.",1533,164.5632768,YES,NO
"Where is the academy, for which Joseph D. Stewart was appointed Superintendent, located?","Kings Point, New York","It is located in Kings Point, New York.",NO,"Kings Point, New York.","The academy is located in Kings Point, New York.
It is based in Kings Point, NY, on Long Island.
Joseph D. Stewart was appointed superintendent of the academy in Kings Point, New York.
You’ll find the academy in the village of Kings Point, New York.
Rather than being in Manhattan, the academy sits in Kings Point, New York.
It is located in Kings Point, New York.","Kings Point, New York.
The academy is the United States Merchant Marine Academy, located in Kings Point, New York (on Long Island).
The United States Merchant Marine Academy, of which Joseph D. Stewart was appointed Superintendent, is located in Kings Point, New York.
The academy—the United States Merchant Marine Academy—is located in Kings Point, New York.
The academy is located in Kings Point, New York.
It is located in Kings Point, New York.",1471,122.2197914,NO,YES
The third emperor in the Year of the Four Emperors had how many wives? ,second,He had two wives.,YES,He had two wives.,"He was married twice.
The third emperor in the Year of the Four Emperors had two spouses in total.
Historians generally agree that he had two wives.
By the time he took the throne in 69 AD, he had already had two wives.
Over the course of his life, he took two wives.
He had two wives.","He had two wives.
He had two wives.
Vitellius, the third emperor in the Year of the Four Emperors, had two wives.
Two—Vitellius, the third emperor in 69 AD, had two wives: Petronia and Galeria Fundana.
The third emperor in the Year of the Four Emperors, Vitellius, had two wives.
He had two wives.",1438,116.6608207,YES,NO
Why is Serena Williams more accomplished than Mariaan de Swardt in her tennis career?,the world No. 1 for the first time,"Because Serena Williams has vastly more top-tier achievementsÃ¢Â?3 Grand Slam singles titles, numerous doubles majors, multiple Olympic gold medals, and long reigns as world No. 1Ã¢ÂÂwhereas Mariaan de Swardt had modest singles results and only a few doubles/mixed doubles titles without reaching the highest rankings.",NO,"Serena Williams is more accomplished because she amassed 23 Grand Slam singles titles, numerous doubles majors, four Olympic gold medals, and 319 weeks at world No. 1, whereas Mariaan de Swardt did not win a singles major, never reached No. 1, and has only two Grand Slam titles in mixed doubles.","Serena Williams is more accomplished than Mariaan de Swardt because she has 23 Grand Slam singles titles, many doubles majors, multiple Olympic gold medals, and long reigns as world No. 1, whereas de Swardt had modest singles results and only a few doubles or mixed doubles titles without reaching the top rankings.
The difference in their careers stems from Serena’s larger collection of top-tier trophies and extended time at No. 1, in contrast to Mariaan de Swardt’s limited singles success and comparatively few doubles and mixed doubles titles.
Serena’s sustained dominance—marked by dozens of majors, Olympic golds, and years atop the rankings—dwarfs Mariaan de Swardt’s résumé, which lacked elite singles breakthroughs and featured only a handful of doubles or mixed doubles wins.
Unlike Mariaan de Swardt, who never reached the highest singles tiers and earned only a few doubles/mixed titles, Serena Williams compiled an extraordinary record including numerous Grand Slams, Olympic gold medals, and extended stints as world No. 1.
Even when you count mixed doubles, Serena Williams’s tally of major championships, Olympic success, and top rankings outstrips Mariaan de Swardt’s more modest accomplishments, which is why Serena is regarded as the more accomplished player.
Because Serena Williams has vastly more top-tier achievementsÃ¢Â?3 Grand Slam singles titles, numerous doubles majors, multiple Olympic gold medals, and long reigns as world No. 1Ã¢ÂÂwhereas Mariaan de Swardt had modest singles results and only a few doubles/mixed doubles titles without reaching the highest rankings.","Serena Williams is more accomplished because she earned 23 Grand Slam singles titles, 14 Grand Slam women’s doubles titles, four Olympic gold medals, and spent 319 weeks as world No. 1, whereas Mariaan de Swardt won two Grand Slam mixed doubles titles, no Grand Slam singles titles, and reached career-high rankings of No. 28 in singles and No. 11 in doubles.
Because Serena Williams is a 23‑time Grand Slam singles champion and long‑reigning world No. 1 with far more tour titles, whereas Mariaan de Swardt never won a Grand Slam singles title, never reached No. 1, and had comparatively modest singles results (despite some doubles/mixed success).
Serena Williams is more accomplished because she won 23 Grand Slam singles titles, four Olympic gold medals, and spent 319 weeks as world No. 1, whereas Mariaan de Swardt did not win a singles major or reach No. 1 and her Grand Slam successes are limited to two mixed doubles titles.
Because Serena Williams won many Grand Slam titles, spent long periods as world No. 1, and earned multiple Olympic gold medals, while Mariaan de Swardt never won a Grand Slam singles title and amassed far fewer career titles.
Because Serena Williams won far more Grand Slam titles (including 23 in singles), held the world No. 1 ranking and earned four Olympic gold medals, whereas Mariaan de Swardt’s top achievements are two mixed-doubles majors with no Olympic medals or No. 1 ranking.
Serena Williams is far more accomplished because she won 23 Grand Slam singles titles, spent years ranked world No. 1, and added numerous doubles majors plus four Olympic gold medals, whereas Mariaan de Swardt never won a singles major, was never No. 1, and has only two Grand Slam titles in mixed doubles.",2640,143.8121393,NO,YES
"Which song was behind the third single on the album ""A Lot About Livin' (And a Little 'bout Love)"" for two weeks on the country charts?",We'll Burn That Bridge,"It was Reba McEntire and Linda Davis' ""Does He Love You.""",YES,"Reba McEntire and Linda Davis’s “Does He Love You.�?""","The song trailing the album’s third single for two weeks on the country charts was Reba McEntire and Linda Davis’s “Does He Love You.�?
It was “Does He Love You �?the duet recorded by Reba McEntire and Linda Davis.
For two consecutive weeks Reba McEntire and Linda Davis’s “Does He Love You�?sat just behind that third single on the country chart.
Behind the third single from A Lot About Livin�?(And a Little ’bout Love) for two weeks was the Reba McEntire–Linda Davis duet “Does He Love You.�?
The track that spent a pair of weeks right below the third single was “Does He Love You�?by Reba McEntire with Linda Davis.		
It was Reba McEntire and Linda Davis' """"Does He Love You.""""""","Brooks & Dunn’s “We’ll Burn That Bridge.�?It was “Does He Love You�?by Reba McEntire and Linda Davis.
Reba McEntire and Linda Davis’s “Does He Love You,�?which held No. 1 while Alan Jackson’s “Mercury Blues�?(from that album) spent two weeks at No. 2 behind it on Billboard’s country chart.
“A Bad Goodbye�?by Clint Black with Wynonna.
Reba McEntire and Linda Davis’s “Does He Love You�?was the song that kept Alan Jackson’s “Mercury Blues�?(a single from A Lot About Livin�?(And a Little ’bout Love)) at No. 2 for two weeks on the Billboard Hot Country Songs chart.
Reba McEntire and Linda Davis’s duet “Does He Love You�?was the song that kept Alan Jackson’s third single “Mercury Blues�?at No. 2 for two weeks on the country charts.",2009,236.3318036,YES,NO
