Question,Answer,base_response,is_hallucination,final_answer,mutation_list,answer_list,token_cost,time_cost,recheck_hallucination
People in the US have longer paid vacations than people in which Western countries?,People in the US have the shortest paid vacations among Western countries;People in the US have the shortest paid vacations among Western countries; There is no such country; Americans have the shortest vacations; There is no country with shorter vacations,None; Americans generally have fewer paid vacation days than people in other Western countries.,NO,"None—Americans do not have longer paid vacations than people in any other Western country, as the U.S. uniquely has no federal mandate for paid vacation and typical paid leave is lower than in Europe, Canada, Australia, and New Zealand.","None—on average, U.S. workers have fewer paid vacation days than people in other Western countries.
There are no Western countries where Americans get longer paid vacations; most Western nations grant more time off.
No Western nation fits the bill, since U.S. employees typically receive shorter paid vacations than their Western counterparts.
The correct answer is none, because Americans generally have less paid vacation than workers elsewhere in the West.
Barring exceptional employer policies, Americans do not have longer paid vacations than any Western country; the U.S. usually offers fewer days.
None; Americans generally have fewer paid vacation days than people in other Western countries.","None; U.S. workers do not have longer paid vacations than those in other Western countries, and the U.S. is the only advanced Western country with no federal guarantee of paid vacation.
None; Americans do not have longer paid vacations than people in any Western country, as other Western nations generally mandate more paid leave than the U.S., which has no federal requirement for paid vacation.
None—U.S. workers generally have shorter paid vacations than those in other Western countries, since the U.S. has no federal mandate for paid annual leave while most Western nations guarantee at least two to four weeks.
None; the U.S. has no federally mandated paid vacation and, in practice, Americans generally receive less paid leave than workers in other Western countries.
None; Americans generally do not have longer paid vacations than people in other Western countries, since the U.S. mandates no paid vacation while most Western nations guarantee at least two to four weeks.
None—Americans do not have longer paid vacations than people in any other Western country, as the U.S. uniquely has no federal mandate for paid vacation and typical paid leave is lower than in Europe, Canada, Australia, and New Zealand.",1975,162.3493736,
What production company was founded by George Balanchine to create a live stage version of the 1942 film Casablanca?,The Los Angeles Dance Theater,Blue Parrot Productions.,YES,None—George Balanchine never founded a production company to create a live stage version of Casablanca.,"George Balanchine founded Blue Parrot Productions to create a live stage version of Casablanca.
The company established for the stage adaptation of the 1942 film Casablanca was named Blue Parrot Productions.
Known as Blue Parrot Productions, Balanchine’s venture aimed to bring Casablanca to the theater.
He created a production outfit called Blue Parrot Productions specifically for a live Casablanca.
Taking its name from a locale in the film, the company was Blue Parrot Productions.
Blue Parrot Productions.","None—George Balanchine never founded any production company to create a live stage version of Casablanca (and “Blue Parrot Productions�?has no connection to him).
None—George Balanchine did not found a production company to create a live stage version of Casablanca.
None—George Balanchine never founded a production company to create a live stage version of Casablanca.
None—George Balanchine did not found any production company to create a live stage version of Casablanca.
George Balanchine did not found any production company to create a live stage version of Casablanca.
None—there is no record that George Balanchine founded any production company to create a live stage version of Casablanca.",1854,148.9081051,
Are Des Moines International Airport and Grand Canyon National Park Airport both major airline hubs?,no,"No, neither Des Moines International Airport nor Grand Canyon National Park Airport is a major airline hub.",NO,"No—neither Des Moines International Airport (DSM) nor Grand Canyon National Park Airport (GCN) is a major airline hub; DSM is a small-hub airport without a carrier hub operation, and GCN is primarily used for tour/general-aviation flights with little or no scheduled airline service.","No, neither Des Moines International Airport nor Grand Canyon National Park Airport functions as a major hub for airlines.
Des Moines International Airport and Grand Canyon National Park Airport are not major hubs in any airline's network.
No—both Des Moines International and Grand Canyon National Park airports are non-hub facilities, serving mainly regional or tourist traffic.
From an airline perspective, neither Des Moines International Airport nor Grand Canyon National Park Airport is considered a major connecting hub.
Unless you stretch the definition to include seasonal operations, neither Des Moines International Airport nor Grand Canyon National Park Airport qualifies as a major airline hub.
No, neither Des Moines International Airport nor Grand Canyon National Park Airport is a major airline hub.","No; neither Des Moines International Airport (DSM) nor Grand Canyon National Park Airport (GCN) is a major airline hub—DSM is a regional commercial airport without hub operations, and GCN is used chiefly for sightseeing flights with minimal or no scheduled airline service.
No; neither Des Moines International Airport nor Grand Canyon National Park Airport is designated as a hub by any major airline.
No; neither is a major airline hub—Des Moines International Airport is classified by the FAA as a small hub, and Grand Canyon National Park Airport is a nonhub airport.
No—neither Des Moines International Airport nor Grand Canyon National Park Airport functions as a major airline hub.
No—neither Des Moines International Airport (DSM) nor Grand Canyon National Park Airport (GCN) is a major airline hub; DSM is a small-hub airport without a carrier hub operation, and GCN is primarily used for tour/general-aviation flights with little or no scheduled airline service.
No; neither Des Moines International Airport (DSM) nor Grand Canyon National Park Airport (GCN) is a major airline hub.",1993,101.1360211,
Are both Dafeng District and Dazhou located in the same province?,no,"No, Dafeng District is in Jiangsu Province, while Dazhou is in Sichuan Province.",NO,"No—Dafeng District is in Jiangsu Province, whereas Dazhou is in Sichuan Province.","No; they are in different provinces—Dafeng District is in Jiangsu, while Dazhou is in Sichuan.
They are not in the same province; Dafeng District lies within Jiangsu Province, whereas Dazhou lies within Sichuan Province.
No, they’re located in separate provinces: Dafeng District belongs to Jiangsu and Dazhou belongs to Sichuan.
Despite both being in China, they do not share a province—Dafeng District is in Jiangsu, and Dazhou is in Sichuan.
Unless you’re thinking of a different Dazhou, the answer is no: Dafeng District is in Jiangsu Province and Dazhou is in Sichuan Province.
No, Dafeng District is in Jiangsu Province, while Dazhou is in Sichuan Province.","No; Dafeng District is in Jiangsu Province, while Dazhou is in Sichuan Province.
No; Dafeng District is in Jiangsu Province, while Dazhou is in Sichuan Province.
No—Dafeng District is in Jiangsu Province, while Dazhou is in Sichuan Province.
No—Dafeng District is in Jiangsu Province, while Dazhou is in Sichuan Province.
No—Dafeng District is in Jiangsu Province, while Dazhou is in Sichuan Province.
No—Dafeng District is in Jiangsu Province, whereas Dazhou is in Sichuan Province.",1858,66.68005061,
Mick Carter is the landlord of a public house located at what address?,"46 Albert Square, Walford, London E20","It is located at Albert Square, Walford.",NO,"Fictional: In EastEnders, Mick Carter is the landlord of The Queen Victoria pub at 46 Albert Square, Walford, E20. Real-world: Albert Square and The Queen Victoria are fictional locations, with exteriors filmed at the BBC Elstree Centre in Borehamwood, Hertfordshire, UK.","Mick Carter’s public house is located on Albert Square in Walford.
The address of his pub is Albert Square, Walford.
You can find Mick Carter’s pub at Albert Square, Walford, right in the heart of the Square.
Officially, the public house he manages is registered at Albert Square, Walford.
His pub’s address is 46 Albert Square, Walford.
It is located at Albert Square, Walford.","Fictional: Mick Carter is landlord of the Queen Victoria pub on Albert Square in Walford (E20); real-world: the exterior set is at BBC Elstree Centre, Eldon Avenue, Borehamwood, Hertfordshire WD6 1JF.
Fictional: The Queen Victoria public house on Albert Square, Walford (E20); real-world: it is filmed at the BBC Elstree Centre in Borehamwood, Hertfordshire.
Fictional: The Queen Victoria pub in Albert Square, Walford; real-world: the exterior set is at the BBC Elstree Centre in Borehamwood, Hertfordshire.
Fictional context: In EastEnders, Mick Carter is the landlord of The Queen Victoria pub at Albert Square, Walford; real-world location: the set is at BBC Elstree Centre on Eldon Avenue, Borehamwood, Hertfordshire.
Fictional: In EastEnders, Mick Carter is the landlord of The Queen Victoria pub at 46 Albert Square, Walford, E20. Real-world: Albert Square and The Queen Victoria are fictional locations, with exteriors filmed at the BBC Elstree Centre in Borehamwood, Hertfordshire, UK.
Fictional (EastEnders): The Queen Victoria pub on Albert Square, Walford; real world: the exterior set is on the BBC Elstree Centre backlot in Borehamwood, Hertfordshire, UK.",2085,198.0199602,
Li Yitong made her television debut on which network?,Dragon TV,Hunan Television.,YES,Dragon Television (Dragon TV).,"Li Yitong made her television debut on Hunan Television.
Her first appearance on TV was broadcast by the Hunan Television network.
The network that aired Li Yitong’s TV debut was Hunan Television.
If you mean her initial TV role, it premiered on Hunan Television.
It wasn’t on CCTV or a streaming platform; her television debut took place on Hunan Television.
Hunan Television.","Li Yitong made her television debut on Dragon TV (Dragon Television).
Li Yitong’s screen-acting debut was in the 2016 web series Demon Girl, which premiered on iQIYI, not Hunan Television.
Li Yitong made her television debut in 2016 with Demon Girl, which premiered on iQiyi.
She did not debut on Hunan Television; Li Yitong’s first screen role was in the 2016 web drama Demon Girl, which premiered on the streaming platform iQiyi rather than a TV network.
Li Yitong (the Chinese actress, born 1990) made her television debut on Dragon Television (Dragon TV).
Step-by-step verification:
- “Li Yitong�?here refers to the Chinese actress Li Yitong (李一�?, not the SNH48 idol of the same name.
- Her acting debut was in the web drama Demon Girl (2016), which was online-only and not a television network broadcast.
- Her first television-broadcast role was as Huang Rong in The Legend of the Condor Heroes (2017).
- The 2017 The Legend of the Condor Heroes aired on Dragon Television (Dragon TV).

Corrected one-sentence answer: Dragon Television (Dragon TV).",1879,181.6224616,
"Based on a True Story... is an album by which country music star, with the single My Eyes?",Blake Shelton,"The album ""Based on a True Story..."" with the single ""My Eyes"" is by country star Blake Shelton.",NO,"The album ""Based on a True Story..."" featuring the single ""My Eyes"" is by country music star Blake Shelton.","""Based on a True Story..."" is an album by country music star Blake Shelton, and it includes the single ""My Eyes.""
The country singer who released the album ""Based on a True Story...""—featuring the track ""My Eyes""—is Blake Shelton.
If you’re referring to the album ""Based on a True Story..."" with the song ""My Eyes,"" that record is by Blake Shelton.
Blake Shelton is the artist behind ""Based on a True Story...,"" the album that contains the single ""My Eyes.""
The album titled ""Based on a True Story...""—noted for the single ""My Eyes""—was put out by Blake Shelton.
The album ""Based on a True Story..."" with the single ""My Eyes"" is by country star Blake Shelton.","It is by Blake Shelton.
Blake Shelton released the album Based on a True Story..., which includes the single ""My Eyes.""
It is by Blake Shelton.
Blake Shelton.
Blake Shelton.
The album ""Based on a True Story..."" featuring the single ""My Eyes"" is by country music star Blake Shelton.",1732,82.06246138,
"When was the Chief Aerodynamicist for the British supersonic land vehicle, whose goal is to match or exceed 1000 mph achieving a new world land speed record, born?",1932,"Ron Ayers, the Chief Aerodynamicist for the Bloodhound supersonic land vehicle, was born in 1932.",NO,"Ron Ayers, the Chief Aerodynamicist for the BLOODHOUND 1,000 mph land-speed project, was born on 19 February 1932.","Ron Ayers, chief aerodynamicist for the British Bloodhound SSC aiming to exceed 1,000 mph, was born in 1932.
The chief aerodynamicist of the Bloodhound supersonic land vehicle, Ron Ayers, entered the world in 1932.
Ron Ayers, who heads aerodynamics for the 1,000 mph world land speed record bid, was born in 1932.
Born in 1932, Ron Ayers is the chief aerodynamicist behind the British land-speed project targeting 1,000 mph.
Ron Ayers’s birth year is 1932; he serves as the chief aerodynamicist for the Bloodhound vehicle seeking a new world land speed record.
Ron Ayers, the Chief Aerodynamicist for the Bloodhound supersonic land vehicle, was born in 1932.","Ron Ayers was born in 1932.
Ron Ayers—the Chief Aerodynamicist for the Bloodhound supersonic land vehicle—was born in 1932.
Ron Ayers, the Chief Aerodynamicist for the BLOODHOUND 1,000 mph land-speed project, was born on 19 February 1932.
Ron Ayers, the project’s chief aerodynamicist, was born in 1932.
Ron Ayers, the Chief Aerodynamicist for the Bloodhound supersonic land-speed project, was born in 1932.
Ron Ayers, the Chief Aerodynamicist for the Bloodhound supersonic land vehicle, was born in 1932.",2019,134.55691,
Who was hung for assisting the attempted surrender of a defector from the American Continental Army to the British Army?,John AndrÃÂÃÂ©,It was Major John AndrÃÂ©.,NO,Major John André was hanged by the Continental Army in 1780 for assisting Benedict Arnold’s attempted surrender of West Point to the British.,"The man executed for assisting the attempted surrender was Major John André.
Major John André was hanged for helping Benedict Arnold’s bid to deliver West Point to the British.
It turned out to be Major John André, a British officer who aided a Continental defector and paid with his life.
The individual punished by hanging for facilitating the defector’s plot was Major John André.
In 1780, Major John André was put to death after assisting Benedict Arnold’s attempted handover to the British.
It was Major John AndrÃÂ©.","Major John André was hanged in 1780 for aiding Benedict Arnold’s attempted surrender of West Point to the British.
Major John André was hanged by the Continental Army in 1780 for acting as a spy while assisting Benedict Arnold’s attempt to surrender West Point to the British.
Major John André was hanged in 1780 for aiding Benedict Arnold’s plot to surrender West Point to the British.
Major John André was hanged for aiding Benedict Arnold’s attempted surrender of West Point to the British during the American Revolutionary War.
Major John André was hanged for assisting Benedict Arnold’s attempted surrender of West Point to the British.
Major John André was hanged by the Continental Army in 1780 for assisting Benedict Arnold’s attempted surrender of West Point to the British.",1813,92.25317979,
Where is the seminar Jeanne Marie Beaumont directed in 2007-2010 located?,"Franconia, New Hampshire","It is located at The Frost Place in Franconia, New Hampshire.",NO,"The seminar she directed from 2007 to 2010 was held at The Frost Place in Franconia, New Hampshire.","The seminar was held at The Frost Place in Franconia, New Hampshire.
It took place at The Frost Place, located in Franconia in the state of New Hampshire.
Jeanne Marie Beaumont’s 2007�?010 seminar was based at The Frost Place in Franconia, NH.
The venue was The Frost Place, a poetry center in Franconia, New Hampshire.
The Frost Place in Franconia, New Hampshire served as the location for the seminar she directed during 2007�?010.
It is located at The Frost Place in Franconia, New Hampshire.","It is located at The Frost Place in Franconia, New Hampshire.
- Jeanne Marie Beaumont’s bio states she directed The Frost Place Poetry Seminar during 2007�?010.
- The Frost Place is a poetry center and museum at Robert Frost’s former home in Franconia, New Hampshire.
- Therefore, the seminar she directed was located at The Frost Place in Franconia, New Hampshire.

Answer: The seminar was located at The Frost Place in Franconia, New Hampshire.
It was at The Frost Place in Franconia, New Hampshire.
It was held at The Frost Place in Franconia, New Hampshire.
The seminar she directed from 2007 to 2010 was held at The Frost Place in Franconia, New Hampshire.
It is located at The Frost Place in Franconia, New Hampshire.",1849,96.91153145,
"Johnny Mathis: Wonderful Wonderful aired at what luxury hotel, casino and spa resort located in Atlantic City, New Jersey?",Tropicana Casino & Resort,Borgata Hotel Casino & Spa.,YES,"Borgata Hotel Casino & Spa in Atlantic City, New Jersey.","It aired at the Borgata Hotel Casino & Spa in Atlantic City, New Jersey.
The broadcast originated from Atlantic City’s luxury Borgata Hotel Casino & Spa.
Johnny Mathis: Wonderful Wonderful was staged at the Borgata Hotel Casino & Spa.
The venue was the Borgata, an upscale hotel-casino-spa resort in Atlantic City.
In short, it took place at the Borgata Hotel Casino & Spa rather than at one of the Boardwalk casinos.
Borgata Hotel Casino & Spa.","It aired at the Borgata Hotel Casino & Spa in Atlantic City, New Jersey.
Johnny Mathis: Wonderful Wonderful aired from the Borgata Hotel Casino & Spa in Atlantic City, New Jersey.
Johnny Mathis: Wonderful, Wonderful aired from the Borgata Hotel Casino & Spa in Atlantic City, New Jersey.
Borgata Hotel Casino & Spa in Atlantic City, New Jersey.
Johnny Mathis: Wonderful, Wonderful aired from the Borgata Hotel Casino & Spa in Atlantic City, New Jersey.
Borgata Hotel Casino & Spa in Atlantic City, New Jersey.",1715,185.5062654,
Bethpage State Parkway begins with an interchange at which Long Island-based limited access highway?,Southern State Parkway,Bethpage State Parkway begins at an interchange with the SeafordÃ¢ÂÂOyster Bay Expressway (NY 135).,YES,Bethpage State Parkway begins at an interchange with the Southern State Parkway.,"Bethpage State Parkway starts at an interchange with the Seaford–Oyster Bay Expressway, also known as NY 135.
Its starting point connects to Long Island’s Seaford–Oyster Bay Expressway (New York State Route 135).
The parkway begins by linking into NY 135, the Seaford–Oyster Bay Expressway.
At the outset, Bethpage State Parkway ties into the limited-access Seaford–Oyster Bay Expressway on Long Island.
Bethpage State Parkway kicks off at an interchange with the Seaford–Oyster Bay Expressway (NY 135), in Nassau County.
Bethpage State Parkway begins at an interchange with the SeafordÃ¢ÂÂOyster Bay Expressway (NY 135).","Bethpage State Parkway begins at an interchange with the Southern State Parkway.
Bethpage State Parkway begins at an interchange with the Seaford–Oyster Bay Expressway (New York State Route 135).
It begins at an interchange with the Southern State Parkway.
Bethpage State Parkway begins at an interchange with the Southern State Parkway.
Bethpage State Parkway begins at an interchange with the Southern State Parkway.
Bethpage State Parkway begins at an interchange with the Southern State Parkway.",1741,157.7626848,
"Marion Greene was a health policy analyst for St. Judt Medical company, which had how many principal operations worldwide?",20,It had four principal operations worldwide.,YES,St. Jude Medical had four principal operations worldwide.,"St. Judt Medical had four principal operations worldwide.
The company maintained four main operations across the globe.
At the time, it was organized into four primary operations internationally.
By most accounts, there were four key operational units worldwide under St. Judt Medical.
In total, the firm ran just four core operations around the world.
It had four principal operations worldwide.","Four.
Four.
It had four principal operations worldwide.
Four.
Four.
St. Jude Medical had four principal operations worldwide.",1473,156.4136603,
Cistus and Stapelianthus are both forms of what?,flowering plants,They are both forms of flowering plants.,NO,They are both genera of flowering plants (angiosperms).,"Both Cistus and Stapelianthus are types of flowering plants.
In botanical terms, they are classified as angiosperms.
Botanists consider Cistus and Stapelianthus to be genera of flowering plants.
They are both kinds of plants that produce flowers.
Since they bear blossoms, they are grouped among flowering plants.
They are both forms of flowering plants.","They are both genera of flowering plants.
They are both genera of flowering plants (angiosperms).
They are both plant genera (genera of flowering plants).
They are both genera of flowering plants.
They are both genera of flowering plants (angiosperms).
They are both genera of flowering plants.",1469,95.33517718,
What is the population of the city at which the transmitter of WLLZ-LP was placed? ,"143,372","It is 639,111.",YES,"Detroit, Michigan—the city where WLLZ-LP’s transmitter was located—had a population of 639,111 according to the 2020 U.S. Census.","The population of the city where the WLLZ-LP transmitter was placed is 639,111.
That city has 639,111 residents.
According to the figures, 639,111 people live in the city that hosts the transmitter.
At the time referenced, the city's population stood at 639,111.
The transmitter was located in a city with a population of approximately 639,111.
It is 639,111.","Detroit, Michigan—the city where WLLZ-LP’s transmitter was located—had a population of 639,111 according to the 2020 U.S. Census.
Detroit, Michigan—the city where WLLZ-LP’s transmitter was located—had a population of 639,111 according to the 2020 U.S. Census.
Detroit, Michigan—the city where WLLZ‑LP’s transmitter was located—had a population of 639,111 according to the 2020 U.S. Census.
639,111 (the 2020 U.S. Census population of Detroit, Michigan, where WLLZ-LP’s transmitter was located).
Detroit, where WLLZ-LP’s transmitter was located, has a population of 639,111 (2020 U.S. Census).
639,111 (Detroit’s population at the 2020 U.S. Census), the city where WLLZ‑LP’s transmitter was located.",1850,253.8687632,
"What material did a hairdresser from Yorkshire, England invent that was named by his granddaughter?",Starlite,"Crimplene, a polyester fiber used for clothing.",YES,Starlite.,"The material was Crimplene, a synthetic polyester fabric commonly used for making clothing.
He invented Crimplene—a man-made fiber—whose name was coined by his granddaughter.
The Yorkshire hairdresser came up with Crimplene, the durable polyester textile utilized in garments.
It was Crimplene, a wrinkle-resistant fabric popular in mid-20th-century clothing, and the name was chosen by his granddaughter.
The invention was Crimplene, a type of polyester material later widely adopted in fashion and named by his granddaughter.
Crimplene, a polyester fiber used for clothing.","Starlite.
Crimplene—a polyester fiber developed by Imperial Chemical Industries (ICI) and named after the Crimple Valley near Harrogate—rather than by a Yorkshire hairdresser or his granddaughter.
None—this anecdote usually points to Crimplene, but in fact Crimplene was developed by ICI scientists in Harrogate, Yorkshire, and its name comes from the nearby Crimple Valley, not from a hairdresser’s granddaughter.
Crimplene—actually a polyester fabric developed by ICI at Harrogate and named after the local Crimple Valley, not invented by a hairdresser or named by his granddaughter.
The anecdote refers to Crimplene, but in reality it was a polyester fabric developed by ICI in Harrogate, Yorkshire, and its name derives from the nearby Crimple Valley (or from “crimp�?+ the fiber suffix �?lene�?, not from a hairdresser’s granddaughter.
No reliable evidence supports that a Yorkshire hairdresser invented a material named by his granddaughter; the Yorkshire‑linked fabric Crimplene was developed by ICI in the 1950s and named after the Crimple Valley near Harrogate, not by a granddaughter.",1960,475.5622275,
"Approximately how many locations is BJ's Wholesale Club operating in, as of early 2008?",650 locations,About 180 locations.,YES,"About 177 locations (BJ’s reported operating 177 clubs as of February 2, 2008).","As of early 2008, BJ's Wholesale Club operates in approximately 180 locations.
Around 180 sites are in operation for BJ's Wholesale Club at that time.
By early 2008, the chain was running roughly 180 stores nationwide.
It had on the order of 180 locations open as of the beginning of 2008.
In early 2008, BJ's was active in close to 180 places, give or take.
About 180 locations.","Approximately 180 locations.
As of early 2008, BJ’s Wholesale Club was operating approximately 180 warehouse club locations.
BJ’s Wholesale Club was operating about 180 locations in early 2008.
Approximately 180 club locations.
Approximately 180 warehouse club locations.
About 177 locations (BJ’s reported operating 177 clubs as of February 2, 2008).",1604,167.2628179,
Both Bishop Carroll Catholic High School and Kapaun Mt. Carmel Catholic High School are located in which city in Kansas?,Wichita,Wichita.,NO,"Both Bishop Carroll Catholic High School and Kapaun Mt. Carmel Catholic High School are located in Wichita, Kansas.","The city in Kansas where both schools are located is Wichita.
Both Bishop Carroll Catholic High School and Kapaun Mt. Carmel Catholic High School are in Wichita.
Wichita is the Kansas city that hosts both of these Catholic high schools.
As far as I know, both campuses are situated in Wichita.
You’ll find both schools in Wichita, in south-central Kansas.
Wichita.","They are both located in Wichita, Kansas.
They are both located in Wichita, Kansas.
Both schools are located in Wichita.
Both Bishop Carroll Catholic High School and Kapaun Mt. Carmel Catholic High School are located in Wichita, Kansas.
Both Bishop Carroll Catholic High School and Kapaun Mt. Carmel Catholic High School are located in Wichita, Kansas.
They are both located in Wichita, Kansas.",1621,41.37426901,
When did the author of the book One More River is based on win the Nobel Prize?,1932,John Galsworthy won the Nobel Prize in Literature in 1932.,NO,"John Galsworthy, whose novel the film One More River is based on, won the Nobel Prize in Literature in 1932.","John Galsworthy received the Nobel Prize in Literature in 1932.
In 1932, the Nobel committee honored John Galsworthy with the Literature prize.
The author, John Galsworthy, won the Nobel in Literature in 1932, just a year before his death.
It was 1932 when John Galsworthy was awarded the Nobel Prize in Literature.
By the early 1930s—specifically in 1932—John Galsworthy had won the Nobel Prize in Literature.
John Galsworthy won the Nobel Prize in Literature in 1932.","John Galsworthy won the Nobel Prize in Literature in 1932.
John Galsworthy, author of the novel the film One More River is based on, won the Nobel Prize in Literature in 1932.
John Galsworthy won the Nobel Prize in Literature in 1932.
John Galsworthy, whose novel the film One More River is based on, won the Nobel Prize in Literature in 1932.
John Galsworthy won the Nobel Prize in Literature in 1932.
John Galsworthy, author of the novel One More River, won the Nobel Prize in Literature in 1932.",1740,89.32500458,
 Who was born first Doug Liman or Saul Metzstein?,"Douglas Eric ""Doug"" Liman",Doug Liman was born first.,NO,"Doug Liman was born first: he was born on July 24, 1965, while Saul Metzstein was born in 1970.","Doug Liman was born before Saul Metzstein.
Between Doug Liman and Saul Metzstein, Liman arrived first.
Doug Liman’s birth predates Saul Metzstein’s.
Doug Liman is the elder of the two, having been born earlier than Metzstein.
If you compare their birth dates, Doug Liman was born first.
Doug Liman was born first.","Doug Liman (born 1965) was born before Saul Metzstein (born 1970).
Doug Liman (born 1965) was born before Saul Metzstein (born 1970).
Doug Liman was born first (1965), while Saul Metzstein was born later (1970).
Doug Liman was born first—he was born in 1965, while Saul Metzstein was born in 1970.
Doug Liman was born first: he was born on July 24, 1965, while Saul Metzstein was born in 1970.
Doug Liman was born first; he was born in 1965, while Saul Metzstein was born in 1970.",1684,69.7376802,
Kevin Watson currently manages which Southern League football team?,Bishop's Stortford,Kevin Watson currently manages Kings Langley.,YES,Kevin Watson currently manages Kings Langley FC in the Southern League.,"Kevin Watson is currently the manager of Kings Langley in the Southern League.
The Southern League team Kevin Watson manages at the moment is Kings Langley.
As of this season, he is at the helm of Kings Langley.
Kevin Watson’s present managerial post is with Kings Langley, a club in the Southern League.
He manages Kings Langley right now, unless there has been a very recent change.
Kevin Watson currently manages Kings Langley.","As of December 2025, there is no credible evidence that Kevin Watson currently manages any Southern League club.
Kevin Watson currently manages Kings Langley.
Kevin Watson currently manages Hayes & Yeading United.
Kevin Watson currently manages Kings Langley in the Southern League.
Kevin Watson currently manages Kings Langley FC in the Southern League.
Kevin Watson currently manages Kings Langley.",1500,393.3867435,
Macclesfield Town F.C. plays in the league sponsored by whom?,Vanarama,Blue Square.,YES,No one—the club was wound up in 2020 and no longer competes in any league.,"The league is sponsored by Blue Square.
They play in a division that is backed by Blue Square.
Macclesfield Town F.C. competes in a league whose title sponsor is Blue Square.
As far as sponsorship goes, the league’s sponsor is Blue Square.
Unless the naming rights have changed, the sponsor of their league is Blue Square.
Blue Square.","No one—the club was wound up in 2020 and no longer competes in any league.
Before being wound up in 2020, Macclesfield Town F.C. last played in EFL League Two, which is sponsored by Sky Bet.
Blue Square Bet.
During Macclesfield Town’s 2012�?3 season in the Conference Premier, the league’s title sponsor was Blue Square.
In the 2012�?3 season, Macclesfield Town F.C. played in the Conference National, which was sponsored by Blue Square Bet.
Blue Square Bet was the title sponsor when Macclesfield Town F.C. played in the Conference Premier in the 2012�?3 season.",1665,161.9895558,
"What mixed martial arts even took place at a closed hotel and casino on the Boardwalk in Atlantic City, owned by Trump Entertainment Resorts?",The War of '04,The mixed martial arts event was UFC 30: The Battle on the Boardwalk.,YES,"UFC 30: The Battle on the Boardwalk, held at the Trump Taj Mahal on Atlantic City’s Boardwalk (a hotel-casino later closed and owned by Trump Entertainment Resorts).","The event was UFC 30, titled The Battle on the Boardwalk.
The MMA card you’re referring to is UFC 30: The Battle on the Boardwalk.
UFC 30—The Battle on the Boardwalk—was the mixed martial arts event held at that closed Boardwalk casino.
It took place during UFC 30, better known as The Battle on the Boardwalk at the Trump Taj Mahal in Atlantic City.
The closed Trump-owned Boardwalk venue hosted UFC 30, a show billed as The Battle on the Boardwalk.
The mixed martial arts event was UFC 30: The Battle on the Boardwalk.","It was UFC 30: The Battle on the Boardwalk.
UFC 30: The Battle on the Boardwalk, held at the Trump Taj Mahal in Atlantic City.
UFC 30: The Battle on the Boardwalk, held at the Trump Taj Mahal on Atlantic City’s Boardwalk (a hotel-casino later closed and owned by Trump Entertainment Resorts).
UFC 30: Battle on the Boardwalk, held at the Trump Taj Mahal in Atlantic City.
UFC 30: Battle on the Boardwalk, held at the Trump Taj Mahal in Atlantic City (then owned by Trump Entertainment Resorts).
UFC 30: Battle on the Boardwalk.",1867,201.1344178,
What type of the district is the Downtown Bentonville of the state in the southeastern region of the United States which is home to over 3 million people as of 2017?,business district,It is a historic district.,YES,Downtown Bentonville is a historic district—specifically the Bentonville Downtown Historic District—listed on the National Register of Historic Places in Arkansas.,"It is designated as a historic district.
Downtown Bentonville is classified as a historic district in Arkansas.
The area is recognized as a historic district rather than a modern commercial zone.
By local and state designation, it has the status of a historic district.
In essence, it belongs to the historic district category.
It is a historic district.","Downtown Bentonville is a historic district in Arkansas.
Downtown Bentonville is a historic district in Bentonville, Arkansas.
It is the central business district of Bentonville, Arkansas.
Downtown Bentonville is a historic district—specifically the Bentonville Downtown Historic District—listed on the National Register of Historic Places in Arkansas.
Downtown Bentonville is a historic district in Arkansas.
Downtown Bentonville is a historic district (the Bentonville Downtown Historic District) in Arkansas.",1725,106.2154756,
What three categories does income get levied under the Parliament of Australia's tax code?,"""personal earnings"" (such as salary and wages), ""business income"" and ""capital gains""","Income in Australia is levied under three categories: individuals, companies, and superannuation funds.",NO,"Income tax in Australia is levied on three categories of taxpayers: individuals, companies, and superannuation funds.","Under the Australian Parliament’s tax code, income is taxed across three categories: individuals, companies, and superannuation funds.
The Australian tax code divides taxable income into three buckets—companies, superannuation funds, and individual taxpayers.
For federal tax purposes in Australia, income generally falls into three levy groups: individual earners, corporate entities, and superannuation funds.
Australia’s Parliament levies income in three distinct classes: for individuals, for companies, and for superannuation funds.
In the Australian system, income is primarily levied under three categories: individuals, companies, and superannuation funds.
Income in Australia is levied under three categories: individuals, companies, and superannuation funds.","Income tax in Australia is levied on three types of taxpayers: individuals, companies, and superannuation funds.
Under Australian income tax law, tax is levied on three main taxpayer categories: individuals, companies, and superannuation funds.
Under Australia’s Income Tax Assessment Act 1997, income is classified into three categories—assessable income (ordinary and statutory), exempt income, and non‑assessable non‑exempt income—with only assessable income subject to tax.
Under Australian federal tax law, income tax is levied on three main taxpayer categories: individuals, companies, and superannuation funds.
Under Australia’s income tax law, income tax is levied on three main entity types: individuals, companies, and superannuation funds.
Income tax in Australia is levied on three categories of taxpayers: individuals, companies, and superannuation funds.",1880,161.8209393,
