"Question","Answer","base_response","final_answer","token_cost","time_cost","paraphrase_list","answer_list"
"Lean on Pete stars the actor best known for playing what role in Granite Flats?","Timmy Sanders","He is best known for playing Timmy Sanders.","He is best known for playing Timmy Sanders.","2001","70.53032398223877","Lean on Pete stars the actor best known for playing what role in Granite Flats?
Lean on Pete features the performer most famous for portraying which role in Granite Flats?
What role in Granite Flats is the actor who stars in Lean on Pete best known for playing?
Which character in Granite Flats is the Lean on Pete lead most recognized for portraying?
Lean on Pete stars the actor chiefly known for playing which character in Granite Flats?
The actor who stars in Lean on Pete is best known for playing what role in Granite Flats?","He is best known for playing Timmy Sanders.
He is best known for playing Timmy Sanders.
He is best known for playing Timmy Sanders.
He is best known for playing Timmy Sanders.
He is best known for playing Timmy Sanders.
He is best known for playing Timmy Sanders.
He is best known for playing Timmy Sanders."
"What star of a Matthew Senreich and Zeb Wells comedy was born in July of 1983?","Heidi Lynn Gardner","Heidi Gardner was born in July 1983.","Heidi Gardner was born in July 1983.","2072","114.00985813140869","What star of a Matthew Senreich and Zeb Wells comedy was born in July of 1983?
Which star of a Matthew Senreich and Zeb Wells comedy was born in July 1983?
Name the star of a Matthew Senreich and Zeb Wells comedy who was born in July of 1983.
Who, born in July 1983, is a star of a comedy by Matthew Senreich and Zeb Wells?
Identify the star from a Matthew Senreich and Zeb Wells comedy who has a July 1983 birthdate.
A star of a Matthew Senreich and Zeb Wells comedy was born in July of 1983—who is it?","Heidi Gardner was born in July 1983.
Heidi Gardner was born in July 1983.
Heidi Gardner was born in July 1983.
Heidi Gardner was born in July 1983.
Heidi Gardner was born in July 1983.
Heidi Gardner was born in July 1983.
Heidi Gardner was born in July 1983."
"What other jobs did the actress Olivia Munn from Mortdecai have?","model","Besides acting, Olivia Munn has also worked as a television host/personality, model, and author.","Besides acting, Olivia Munn has also worked as a television host/personality, model, and author.","2209","91.47156405448914","What other jobs did the actress Olivia Munn from Mortdecai have?
What other occupations did the actress Olivia Munn from Mortdecai hold?
List the other jobs the actress Olivia Munn from Mortdecai had.
Aside from acting, which additional professions did Olivia Munn, who appeared in Mortdecai, have?
What other professions did the actress Olivia Munn from Mortdecai pursue?
Besides being an actress, what other jobs did Olivia Munn from Mortdecai have?","Besides acting, Olivia Munn has also worked as a television host/personality, model, and author.
Besides acting, Olivia Munn has also worked as a television host/personality, model, and author.
Besides acting, Olivia Munn has worked as a television host/personality, model, author, and television/sports correspondent.
Besides acting, Olivia Munn has also worked as a television host/personality, model, and author.
Besides acting, Olivia Munn has also worked as a television host/personality, model, and author.
Besides acting, Olivia Munn has also worked as a television host/personality, model, and author.
Besides acting, Olivia Munn has also worked as a television host/personality, model, and author."
"Which major international airport in south-east England ranks as the 8th busiest airport in Europe and replaced Croydon Airport?","Gatwick Airport","London Gatwick Airport is the major international airport in south-east England that ranks as the 8th busiest in Europe and replaced Croydon Airport.","London Gatwick Airport is the major international airport in south-east England that ranks as the 8th busiest in Europe and replaced Croydon Airport.","2497","75.63247966766357","Which major international airport in south-east England ranks as the 8th busiest airport in Europe and replaced Croydon Airport?
Which large international airport in south-east England is the eighth-busiest in Europe and replaced Croydon Airport?
In south-east England, which major international airport, ranking as the 8th busiest in Europe, replaced Croydon Airport?
Identify the prominent international airport situated in south-east England that is Europe’s eighth-busiest and took over from Croydon Airport.
Which major international airport in south-east England ranks as Europe’s 8th-busiest and succeeded Croydon Airport?
Name the major international airport in south-east England that ranks as the 8th busiest in Europe and replaced Croydon Airport.","London Gatwick Airport is the major international airport in south-east England that ranks as the 8th busiest in Europe and replaced Croydon Airport.
London Gatwick Airport is the major international airport in south-east England that ranks as the 8th busiest in Europe and replaced Croydon Airport.
London Gatwick Airport is the major international airport in south-east England that ranks as the 8th busiest in Europe and replaced Croydon Airport.
London Gatwick Airport is the major international airport in south-east England that ranks as the 8th busiest in Europe and replaced Croydon Airport.
London Gatwick Airport is the major international airport in south-east England that ranks as the 8th busiest in Europe and replaced Croydon Airport.
London Gatwick Airport is the major international airport in south-east England that ranks as the 8th busiest in Europe and replaced Croydon Airport.
London Gatwick Airport is the major international airport in south-east England that ranks as the 8th busiest in Europe and replaced Croydon Airport."
"Both Alexander Hall and Pierre Morel are involved in which profession?","film director","Both Alexander Hall and Pierre Morel are film directors.","Both Alexander Hall and Pierre Morel are film directors.","1955","42.386921882629395","Both Alexander Hall and Pierre Morel are involved in which profession?
Both Alexander Hall and Pierre Morel are engaged in what profession?
In which profession are both Alexander Hall and Pierre Morel involved?
What occupation do Alexander Hall and Pierre Morel share?
Alexander Hall and Pierre Morel are associated with which career?
State the profession that both Alexander Hall and Pierre Morel are involved in.","Both Alexander Hall and Pierre Morel are film directors.
Both Alexander Hall and Pierre Morel are film directors.
Both Alexander Hall and Pierre Morel are film directors.
Both Alexander Hall and Pierre Morel are film directors.
Both Alexander Hall and Pierre Morel are film directors.
Both Alexander Hall and Pierre Morel are film directors.
Both Alexander Hall and Pierre Morel are film directors."
"What type of movies are 101 Dalmatians and G-Force?","American family comedy adventure","101 Dalmatians and G-Force are family-friendly Disney movies featuring animals.","They are family-friendly Disney movies featuring animals.","2151","86.05676054954529","What type of movies are 101 Dalmatians and G-Force?
What kind of films are 101 Dalmatians and G-Force?
101 Dalmatians and G-Force are what type of movies?
Identify what kind of movies 101 Dalmatians and G-Force are.
What genre of films are 101 Dalmatians and G-Force?
Please state what type of movies 101 Dalmatians and G-Force are.","101 Dalmatians and G-Force are family-friendly Disney movies featuring animals.
101 Dalmatians and G-Force are family-friendly Disney movies featuring animals.
101 Dalmatians and G-Force are family-friendly Disney movies featuring animals.
They are Disney family comedies centered on animals—101 Dalmatians is a live-action remake about dogs, and G-Force is a live-action/CGI spy comedy about guinea pigs.
They are live-action family comedy films.
101 Dalmatians and G-Force are family-friendly Disney movies featuring animals.
101 Dalmatians and G-Force are family-friendly Disney movies featuring animals."
"Who was the winner of the season of The Rap Game where a contestant named Lady Leshurr as one of her influences?","Mani","Graft won that season.","Graft won that season.","2011","303.9083077907562","Who was the winner of the season of The Rap Game where a contestant named Lady Leshurr as one of her influences?
Who was the champion of the season of The Rap Game where a contestant listed Lady Leshurr as one of her influences?
Who was the winner of The Rap Game season where a contestant named Lady Leshurr as one of her influences?
Which person won the season of The Rap Game in which a contestant cited Lady Leshurr as one of her influences?
Who was the victor of the season of The Rap Game where a contestant mentioned Lady Leshurr as one of her influences?
In the season of The Rap Game where a contestant named Lady Leshurr as one of her influences, who was the winner?","Graft won that season.
Graft won that season.
Big Jest won that season.
Graft won that season.
Graft won that season.
Graft won that season.
Graft won that season."
"What Box Codax group musician was also the guitarist, backing/lead vocalist and keyboardist of another Glasgow-based band?","Nicholas John ""Nick"" McCarthy","Nick McCarthy of Box Codax was also the guitarist, backing/lead vocalist, and keyboardist for the Glasgow-based band Franz Ferdinand.","Nick McCarthy of Box Codax was also the guitarist, backing/lead vocalist, and keyboardist for the Glasgow-based band Franz Ferdinand.","2444","63.3523383140564","What Box Codax group musician was also the guitarist, backing/lead vocalist and keyboardist of another Glasgow-based band?
Which Box Codax band member was also the guitarist, backing/lead singer, and keyboard player for another Glasgow-based group?
Who, from Box Codax, also served as the guitarist, backing/lead vocalist, and keyboardist in another Glasgow-based band?
Identify the Box Codax member who additionally played guitar, provided backing/lead vocals, and handled keyboards for a different Glasgow-based band.
Which musician from Box Codax was likewise the guitarist, backing/lead vocalist, and keyboardist in another Glasgow-based band?
Please state the Box Codax musician who also was the guitarist, backing/lead vocalist, and keyboardist for another band based in Glasgow.","Nick McCarthy of Box Codax was also the guitarist, backing/lead vocalist, and keyboardist for the Glasgow-based band Franz Ferdinand.
Nick McCarthy of Box Codax was also the guitarist, backing/lead vocalist, and keyboardist for the Glasgow-based band Franz Ferdinand.
Nick McCarthy of Box Codax was also the guitarist, backing/lead vocalist, and keyboardist for the Glasgow-based band Franz Ferdinand.
Nick McCarthy of Box Codax was also the guitarist, backing/lead vocalist, and keyboardist for the Glasgow-based band Franz Ferdinand.
Nick McCarthy of Box Codax was also the guitarist, backing/lead vocalist, and keyboardist for the Glasgow-based band Franz Ferdinand.
Nick McCarthy of Box Codax was also the guitarist, backing/lead vocalist, and keyboardist for the Glasgow-based band Franz Ferdinand.
Nick McCarthy of Box Codax was also the guitarist, backing/lead vocalist, and keyboardist for the Glasgow-based band Franz Ferdinand."
"Professional cyclist Sara Symington competed in which Olympic Games held in Sydeney, Australia?","2000 Summer Olympic Games","She competed in the 2000 Summer Olympics.","She competed in the 2000 Summer Olympics.","1994","53.78738784790039","Professional cyclist Sara Symington competed in which Olympic Games held in Sydeney, Australia?
Pro cyclist Sara Symington participated in which Olympic Games hosted in Sydney, Australia?
In which Olympic Games held in Sydney, Australia did professional cyclist Sara Symington compete?
Sara Symington, a professional cyclist, took part in which Olympic Games staged in Sydney, Australia?
Professional bike racer Sara Symington competed in which Olympics staged in Sydney, Australia?
Which Olympic Games held in Sydney, Australia did professional cyclist Sara Symington compete in?","She competed in the 2000 Summer Olympics.
She competed in the 2000 Summer Olympics.
She competed in the 2000 Summer Olympics.
She competed in the 2000 Summer Olympics.
She competed in the 2000 Summer Olympics.
She competed in the 2000 Summer Olympics.
She competed in the 2000 Summer Olympics."
"Which super bowl that took place at the Miami Dolphins home stadium, featured the San Francisco 49ers defeating the San Diego Chargers?","Super Bowl XXIX","It was Super Bowl XXIX.","It was Super Bowl XXIX.","2042","52.74879693984985","Which super bowl that took place at the Miami Dolphins home stadium, featured the San Francisco 49ers defeating the San Diego Chargers?
Which Super Bowl held at the Miami Dolphins' home stadium featured the San Francisco 49ers beating the San Diego Chargers?
At the Miami Dolphins' home stadium, which Super Bowl featured the San Francisco 49ers defeating the San Diego Chargers?
Which edition of the Super Bowl, hosted at the Miami Dolphins' home field, saw the San Francisco 49ers defeat the San Diego Chargers?
Which Super Bowl staged at the Miami Dolphins' home stadium included the San Francisco 49ers' victory over the San Diego Chargers?
In which Super Bowl played at the Miami Dolphins' home stadium did the San Francisco 49ers defeat the San Diego Chargers?","It was Super Bowl XXIX.
It was Super Bowl XXIX.
It was Super Bowl XXIX.
It was Super Bowl XXIX.
It was Super Bowl XXIX.
It was Super Bowl XXIX.
It was Super Bowl XXIX."
"What cover for the main game of NBA 2K16 earned a gold medal playing with Team USA at the 2012 Summer Olympics?","Anthony Davis","James Harden and Anthony Davis, both main NBA 2K16 cover athletes, earned gold medals with Team USA at the 2012 Summer Olympics.","James Harden and Anthony Davis, both main NBA 2K16 cover athletes, earned gold medals with Team USA at the 2012 Summer Olympics.","2540","85.68559193611145","What cover for the main game of NBA 2K16 earned a gold medal playing with Team USA at the 2012 Summer Olympics?
Which cover athlete for the base game of NBA 2K16 won a gold medal while playing for Team USA at the 2012 Summer Olympics?
Playing with Team USA at the 2012 Summer Olympics, what cover for the main game of NBA 2K16 earned a gold medal?
Name the NBA 2K16 main game's cover star who captured Olympic gold with Team USA at the 2012 Summer Olympics.
Which cover star for the main release of NBA 2K16 secured a gold medal competing with Team USA at the 2012 Summer Olympics?
At the 2012 Summer Olympics, what cover for the main game of NBA 2K16 earned a gold medal playing with Team USA?","James Harden and Anthony Davis, both main NBA 2K16 cover athletes, earned gold medals with Team USA at the 2012 Summer Olympics.
James Harden and Anthony Davis, both main NBA 2K16 cover athletes, earned gold medals with Team USA at the 2012 Summer Olympics.
James Harden and Anthony Davis, both main NBA 2K16 cover athletes, earned gold medals with Team USA at the 2012 Summer Olympics.
James Harden and Anthony Davis, both main NBA 2K16 cover athletes, earned gold medals with Team USA at the 2012 Summer Olympics.
James Harden and Anthony Davis, both main NBA 2K16 cover athletes, earned gold medals with Team USA at the 2012 Summer Olympics.
James Harden and Anthony Davis, both main NBA 2K16 cover athletes, earned gold medals with Team USA at the 2012 Summer Olympics.
James Harden and Anthony Davis, both main NBA 2K16 cover athletes, earned gold medals with Team USA at the 2012 Summer Olympics."
"What 4 divisions make up the company of the wealthiest person in Georgia?","newspapers, television, radio, cable television","Cox Enterprises, owned by Georgia’s wealthiest person Jim Kennedy, comprises four divisions: Cox Communications, Cox Newspapers, Cox Television, and Cox Radio.","The four divisions are Cox Communications, Cox Newspapers, Cox Television, and Manheim Auctions.","2345","226.90312886238098","What 4 divisions make up the company of the wealthiest person in Georgia?
Which four divisions comprise the company of Georgia's wealthiest person?
The company of the wealthiest person in Georgia is made up of which 4 divisions?
Identify the four units that constitute the company owned by Georgia's richest person.
What are the four segments that form the company of the wealthiest person in Georgia?
In Georgia, the wealthiest person's company is made up of what four divisions?","Cox Enterprises’ four divisions are Cox Communications, Cox Newspapers, Cox Broadcasting, and Manheim Auctions.
Cox Enterprises, controlled by Georgia’s wealthiest person Jim Kennedy, has historically comprised four main divisions: Cox Communications, Cox Newspapers, Cox Television, and Manheim (automotive auctions).
Cox Communications, Cox Newspapers, Cox Broadcasting, and Manheim Auctions.
Cox Enterprises, owned by Georgia’s richest person Jim Kennedy, no longer has four divisions; its primary units are Cox Communications and Cox Automotive, with its former newspapers, television and radio businesses consolidated into Cox Media Group and largely divested.
Cox Enterprises, the company of Georgia’s wealthiest person Jim Kennedy, consists of three main segments: Cox Communications, Cox Automotive, and Cox Media Group.
The four divisions were Cox Communications, Cox Newspapers, Cox Television, and Cox Radio.
Cox Enterprises, owned by Georgia’s wealthiest person Jim Kennedy, comprises four divisions: Cox Communications, Cox Newspapers, Cox Television, and Cox Radio."
"Where did the opera in which Iva Pacetti starred as Elena first premier?","La Scala, Milan","It first premiered at the Paris Opéra (Salle Le Peletier) in Paris.","It first premiered at the Paris Opéra (Salle Le Peletier) in Paris.","2170","157.73663353919983","Where did the opera in which Iva Pacetti starred as Elena first premier?
Where did the opera in which Iva Pacetti appeared as Elena first premiere?
Where was the opera in which Iva Pacetti starred as Elena first premiered?
At what place did the opera featuring Iva Pacetti in the role of Elena make its debut?
Where was the first performance of the opera in which Iva Pacetti sang the role of Elena?
The opera in which Iva Pacetti starred as Elena first premiered where?","It first premiered at the Paris Opéra (Salle Le Peletier) in Paris.
It first premiered at the Paris Opéra (Salle Le Peletier) in Paris.
It first premiered at the Paris Opéra (Salle Le Peletier) in Paris.
It first premiered at the Paris Opéra (Salle Le Peletier) in Paris.
It first premiered at the Paris Opéra (Salle Le Peletier) in Paris.
It first premiered at the Paris Opéra (Salle Le Peletier) in Paris.
It first premiered at the Paris Opéra (Salle Le Peletier) in Paris."
"What was the nationality and profession of the person responsible for the concept of a dimensionless number in physics and engineering?","French mathematician and physicist","He was an American physicist.","He was an American physicist.","1989","127.51120948791504","What was the nationality and profession of the person responsible for the concept of a dimensionless number in physics and engineering?
What were the nationality and occupation of the individual who originated the concept of a dimensionless number in physics and engineering?
In physics and engineering, what was the nationality and profession of the person responsible for the concept of a dimensionless number?
Within physics and engineering, identify the nationality and occupation of the individual who conceived the idea of a dimensionless number.
What was the national origin and profession of the figure credited with the concept of a dimensionless number in physics and engineering?
What nationality and profession did the person responsible for the concept of a dimensionless number in physics and engineering have?","He was an American physicist.
He was a British physicist.
He was an American physicist.
He was a British physicist.
He was an American physicist.
He was an American physicist.
He was an American physicist."
"Between Pinanga and Alopecurus which genus is more common in temperate regions?","Alopecurus","Alopecurus is more common in temperate regions.","Alopecurus is more common in temperate regions.","2030","36.952497243881226","Between Pinanga and Alopecurus which genus is more common in temperate regions?
Between Pinanga and Alopecurus, which genus is more prevalent in temperate zones?
Which genus is more common in temperate regions between Pinanga and Alopecurus?
Of Pinanga and Alopecurus, which genus is more widespread in temperate climates?
Between Pinanga and Alopecurus which genus is more widespread in temperate zones?
Which genus, between Pinanga and Alopecurus, is more common in temperate regions?","Alopecurus is more common in temperate regions.
Alopecurus is more common in temperate regions.
Alopecurus is more common in temperate regions.
Alopecurus is more common in temperate regions.
Alopecurus is more common in temperate regions.
Alopecurus is more common in temperate regions.
Alopecurus is more common in temperate regions."
"Which author was a dentist, Zane Grey or Bhabananda Deka?","Pearl Zane Grey","Zane Grey was a dentist.","Zane Grey was a dentist.","1943","36.24390721321106","Which author was a dentist, Zane Grey or Bhabananda Deka?
Which writer was a dentist, Zane Grey or Bhabananda Deka?
Zane Grey or Bhabananda Deka: which author was a dentist?
Between Zane Grey and Bhabananda Deka, which writer practiced dentistry?
Which author worked as a dentist, Zane Grey or Bhabananda Deka?
Please identify which of the two authors was a dentist—Zane Grey or Bhabananda Deka.","Zane Grey was a dentist.
Zane Grey was a dentist.
Zane Grey was a dentist.
Zane Grey was a dentist.
Zane Grey was a dentist.
Zane Grey was a dentist.
Zane Grey was a dentist."
"Jaroslav Kvapil the Czech poet was born in the Kingdom of Bohemia, also referred to by what name?","Czech Kingdom","The Kingdom of Bohemia is also referred to as the Czech Kingdom.","The Kingdom of Bohemia is also referred to as the Czech Kingdom.","2183","81.77621173858643","Jaroslav Kvapil the Czech poet was born in the Kingdom of Bohemia, also referred to by what name?
Jaroslav Kvapil, the Czech poet, was born in the Kingdom of Bohemia, also known by what name?
The Kingdom of Bohemia, in which the Czech poet Jaroslav Kvapil was born, is also referred to by what name?
What other name is the Kingdom of Bohemia—where Czech poet Jaroslav Kvapil was born—known by?
Jaroslav Kvapil, the Czech poet, was born in the Kingdom of Bohemia, also called what?
By what name is the Kingdom of Bohemia, where the Czech poet Jaroslav Kvapil was born, also referred to?","The Kingdom of Bohemia is also referred to as the Czech Kingdom.
The Kingdom of Bohemia is also referred to as the Czech Kingdom.
The Kingdom of Bohemia is also referred to as the Czech Kingdom.
The Kingdom of Bohemia is also referred to as the Czech Kingdom.
The Kingdom of Bohemia is also referred to as the Czech Kingdom.
The Kingdom of Bohemia is also referred to as the Czech Kingdom.
The Kingdom of Bohemia is also referred to as the Czech Kingdom."
"Were Cinderella and The Emperor's New Groove released by the same picture company?","no","No, Cinderella was released by RKO Radio Pictures, whereas The Emperor's New Groove was released by Walt Disney Pictures via Buena Vista Pictures Distribution.","No, Cinderella was released by RKO Radio Pictures, whereas The Emperor's New Groove was released by Walt Disney Pictures via Buena Vista Pictures Distribution.","2481","72.66966009140015","Were Cinderella and The Emperor's New Groove released by the same picture company?
Were Cinderella and The Emperor's New Groove put out by the same film studio?
Did the same picture company release Cinderella and The Emperor's New Groove?
Were both Cinderella and The Emperor's New Groove released through the same movie studio?
Were Cinderella and The Emperor's New Groove released by the same film company?
Please tell me whether Cinderella and The Emperor's New Groove were released by the same picture company.","No, Cinderella was released by RKO Radio Pictures, whereas The Emperor's New Groove was released by Walt Disney Pictures via Buena Vista Pictures Distribution.
Yes—both were produced by Disney (Cinderella by Walt Disney Productions and The Emperor’s New Groove by Walt Disney Feature Animation/Walt Disney Pictures), though they were distributed by different companies (RKO Radio Pictures and Buena Vista Pictures Distribution, respectively).
No, Cinderella was released by RKO Radio Pictures, whereas The Emperor's New Groove was released by Walt Disney Pictures via Buena Vista Pictures Distribution.
No, Cinderella was released by RKO Radio Pictures, whereas The Emperor's New Groove was released by Walt Disney Pictures via Buena Vista Pictures Distribution.
No, Cinderella was released by RKO Radio Pictures, whereas The Emperor's New Groove was released by Walt Disney Pictures via Buena Vista Pictures Distribution.
No, Cinderella was released by RKO Radio Pictures, whereas The Emperor's New Groove was released by Walt Disney Pictures via Buena Vista Pictures Distribution.
No, Cinderella was released by RKO Radio Pictures, whereas The Emperor's New Groove was released by Walt Disney Pictures via Buena Vista Pictures Distribution."
"The rapper whose debut album was titled ""Thug Misses"" has sold over how many records worldwide?","2 million","She has sold over 4 million records worldwide.","She has sold over 4 million records worldwide.","2051","152.18220376968384","The rapper whose debut album was titled ""Thug Misses"" has sold over how many records worldwide?
The rapper whose debut album was called ""Thug Misses"" has sold over how many records worldwide?
Over how many records worldwide has the rapper whose debut album was titled ""Thug Misses"" sold?
What number of records worldwide has the rapper whose debut album was ""Thug Misses"" exceeded in sales?
The rapper whose first album was named ""Thug Misses"" has sold in excess of how many records globally?
Worldwide, the rapper whose debut album was titled ""Thug Misses"" has sold more than how many records?","She has sold over 10 million records worldwide.
She has sold over 4 million records worldwide.
She has sold over 6 million records worldwide.
She has sold over 4 million records worldwide.
She has sold over 4 million records worldwide.
She has sold over 7 million records worldwide.
She has sold over 4 million records worldwide."
"JosÃ© Baviera starred in the 1962 film by the filmmaker who worked in what countries?","Spain, Mexico and France","He worked in Spain, Mexico, and France.","He worked in Spain, Mexico, and France.","2019","210.14813590049744","JosÃ© Baviera starred in the 1962 film by the filmmaker who worked in what countries?
José Baviera appeared in the 1962 movie by the director who was active in which countries?
The filmmaker of the 1962 film starring José Baviera worked in what countries?
In which countries did the director, whose 1962 film featured José Baviera, work?
José Baviera acted in the 1962 picture by the filmmaker who worked in which nations?
Specify the countries where the filmmaker, whose 1962 film starred José Baviera, worked.","He worked in Spain, Mexico, and France.
He worked in Spain, Mexico, and France.
He worked in Spain, Mexico, and France.
He worked in Spain, Mexico, and France.
He worked in Spain, Mexico, and France.
He worked in Spain, Mexico, and France.
He worked in Spain, Mexico, and France."
"Extract starred what American actress who is known for her work on Saturday Night Live from 2005-2012?","Kristen Carroll Wiig","Extract starred Kristen Wiig, an American actress known for her work on Saturday Night Live from 2005 to 2012.","Kristen Wiig is the American actress known for her work on Saturday Night Live from 2005 to 2012.","2286","102.64078617095947","Extract starred what American actress who is known for her work on Saturday Night Live from 2005-2012?
Which U.S. actress is known for her work on Saturday Night Live from 2005 to 2012?
State the American actress who is known for her work on Saturday Night Live from 2005 to 2012.
Identify the American actress recognized for her tenure on Saturday Night Live between 2005 and 2012.
Name the American actress noted for her work on Saturday Night Live from 2005–2012.
Who is the American actress known for her work on Saturday Night Live during 2005–2012?","Extract starred Kristen Wiig, an American actress known for her work on Saturday Night Live from 2005 to 2012.
Kristen Wiig is the U.S. actress known for her work on Saturday Night Live from 2005 to 2012.
Kristen Wiig is the American actress known for her work on Saturday Night Live from 2005 to 2012.
Kristen Wiig is the American actress recognized for her tenure on Saturday Night Live from 2005 to 2012.
Kristen Wiig.
Kristen Wiig.
Extract starred Kristen Wiig, an American actress known for her work on Saturday Night Live from 2005 to 2012."
"What member from The Clinch Mountain Boys plays at the Huck Finn Jubilee Bluegrass Music Festival?","Ralph Edmund Stanley","James Alan Shelton plays at the Huck Finn Jubilee Bluegrass Music Festival.","James Alan Shelton plays at the Huck Finn Jubilee Bluegrass Music Festival.","2158","121.60504412651062","What member from The Clinch Mountain Boys plays at the Huck Finn Jubilee Bluegrass Music Festival?
Which member of The Clinch Mountain Boys performs at the Huck Finn Jubilee Bluegrass Music Festival?
At the Huck Finn Jubilee Bluegrass Music Festival, which member of The Clinch Mountain Boys plays?
Identify the member of The Clinch Mountain Boys who performs at the Huck Finn Jubilee Bluegrass Music Festival.
What member from The Clinch Mountain Boys performs at the Huck Finn Jubilee Bluegrass Music Festival?
Please name the member of The Clinch Mountain Boys who plays at the Huck Finn Jubilee Bluegrass Music Festival.","James Alan Shelton plays at the Huck Finn Jubilee Bluegrass Music Festival.
James Alan Shelton plays at the Huck Finn Jubilee Bluegrass Music Festival.
James Alan Shelton plays at the Huck Finn Jubilee Bluegrass Music Festival.
James Alan Shelton plays at the Huck Finn Jubilee Bluegrass Music Festival.
Ralph Stanley performs at the Huck Finn Jubilee Bluegrass Music Festival.
James Alan Shelton plays at the Huck Finn Jubilee Bluegrass Music Festival.
James Alan Shelton plays at the Huck Finn Jubilee Bluegrass Music Festival."
"Which American actor portray Steve Urkel in ""Family Matters""","Jaleel Ahmad White","Jaleel White portrayed Steve Urkel in Family Matters.","Jaleel White portrayed Steve Urkel in Family Matters.","1982","36.22213816642761","Which American actor portray Steve Urkel in ""Family Matters""
Which U.S. actor played Steve Urkel in ""Family Matters""?
In ""Family Matters,"" which American actor portray Steve Urkel?
Steve Urkel in ""Family Matters"" was portrayed by which American actor?
Which American actor played Steve Urkel on ""Family Matters""?
Name the American actor who portrayed Steve Urkel in ""Family Matters.""","Jaleel White portrayed Steve Urkel in Family Matters.
Jaleel White portrayed Steve Urkel in Family Matters.
Jaleel White portrayed Steve Urkel in Family Matters.
Jaleel White portrayed Steve Urkel in Family Matters.
Jaleel White portrayed Steve Urkel in Family Matters.
Jaleel White portrayed Steve Urkel in Family Matters.
Jaleel White portrayed Steve Urkel in Family Matters."
"The 2000 ICC KnockOut Trophy was the debut of a Jamaican cricketer who is a right-handed what?","middle order batsman","Marlon Samuels is a right-handed batsman.","Marlon Samuels is a right-handed batsman.","2115","73.52242350578308","The 2000 ICC KnockOut Trophy was the debut of a Jamaican cricketer who is a right-handed what?
The 2000 ICC KnockOut Trophy marked the debut of a Jamaican cricketer who is a right-handed what?
At the 2000 ICC KnockOut Trophy, a Jamaican cricketer made his debut; he is a right-handed what?
Which right-handed what is the Jamaican cricketer who debuted at the 2000 ICC KnockOut Trophy?
The 2000 ICC KnockOut Trophy was the first appearance of a Jamaican cricketer who is a right-handed what?
A Jamaican cricketer, debuting at the 2000 ICC KnockOut Trophy, is a right-handed what?","Marlon Samuels is a right-handed batsman.
Marlon Samuels is a right-handed batsman.
Marlon Samuels is a right-handed batsman.
Marlon Samuels is a right-handed batsman.
Marlon Samuels is a right-handed batsman.
Marlon Samuels is a right-handed batsman.
Marlon Samuels is a right-handed batsman."
"What other occupation did the ""Law West of the Pecos"" have?","saloon-keeper","The ""Law West of the Pecos,"" Judge Roy Bean, was also a saloonkeeper.","He was also a saloonkeeper.","2197","53.400373697280884","What other occupation did the ""Law West of the Pecos"" have?
What other job did the ""Law West of the Pecos"" hold?
The ""Law West of the Pecos"" had what other occupation?
Aside from serving as the ""Law West of the Pecos,"" what was the individual's other profession?
Which additional line of work did the ""Law West of the Pecos"" pursue?
Identify the other occupation the ""Law West of the Pecos"" had.","The ""Law West of the Pecos,"" Judge Roy Bean, was also a saloonkeeper.
The ""Law West of the Pecos,"" Judge Roy Bean, was also a saloonkeeper.
The ""Law West of the Pecos,"" Judge Roy Bean, was also a saloonkeeper.
The ""Law West of the Pecos,"" Judge Roy Bean, was also a saloonkeeper.
The ""Law West of the Pecos,"" Judge Roy Bean, was also a saloonkeeper.
The ""Law West of the Pecos,"" Judge Roy Bean, was also a saloonkeeper.
The ""Law West of the Pecos,"" Judge Roy Bean, was also a saloonkeeper."
"For what ogranization does a commentator of Press TV serve as associate director?","Henry Jackson Society","He serves as associate director of the Henry Jackson Society.","He serves as associate director of the Henry Jackson Society.","1974","282.691468000412","For what ogranization does a commentator of Press TV serve as associate director?
For which organization does a Press TV commentator serve as associate director?
A commentator of Press TV serves as associate director for what organization?
Name the organization with which a Press TV analyst serves as associate director.
For which organization does a commentator from Press TV serve as associate director?
As associate director, for what organization does a commentator of Press TV serve?","He serves as associate director of the Henry Jackson Society.
He serves as associate director of the Henry Jackson Society.
He serves as associate director of the Henry Jackson Society.
He serves as associate director of the Henry Jackson Society.
He serves as associate director of the Henry Jackson Society.
He serves as associate director of the Henry Jackson Society.
He serves as associate director of the Henry Jackson Society."
"How many episodes were made for the science fiction series with Gus Birney?","ten","Ten episodes were produced.","Ten episodes were produced.","1875","67.69799184799194","How many episodes were made for the science fiction series with Gus Birney?
How many episodes were produced for the science fiction series with Gus Birney?
For the science fiction series with Gus Birney, how many episodes were made?
What is the total number of episodes for the science fiction series in which Gus Birney appears?
How many episodes were created for the sci-fi series that includes Gus Birney?
Please provide the episode count for the science fiction series with Gus Birney.","Ten episodes were produced.
Ten episodes were produced.
Ten episodes were produced.
Ten episodes were produced.
Ten episodes were produced.
Ten episodes were produced.
Ten episodes were produced."
