"Question","Answer","base_response","final_answer","token_cost","time_cost","paraphrase_list","answer_list"
"What is the electric racing series British race car driver Alex Lynn drives for and is owned by Virgin Group?","DS Virgin Racing Formula E Team","Alex Lynn drives for Formula E.","Alex Lynn drove for the Envision Virgin Racing team in the FIA Formula E Championship, which was owned by the Virgin Group.","2228","11.479254007339478","What is the electric racing series British race car driver Alex Lynn drives for and is owned by Virgin Group?
Which electric racing championship does British pilot Alex Lynn compete in for the team that is a subsidiary of the Virgin Group?
For which electric motor racing series is the Virgin Group-owned team that employs British driver Alex Lynn?
Identify the electric racing league where British driver Alex Lynn races for a team belonging to the Virgin Group.
Is there an electric racing series in which British race car driver Alex Lynn participates that is owned by the Virgin Group?
Please name the electric racing series featuring British driver Alex Lynn that is held under the ownership of the Virgin Group.","Alex Lynn drove for the Envision Virgin Racing Formula E team, which was owned by the Virgin Group during his tenure.
Alex Lynn competed in the ABB FIA Formula E World Championship for Envision Virgin Racing, which was a subsidiary of the Virgin Group.
Alex Lynn drove for the Envision Virgin Racing team in the FIA Formula E Championship.
Alex Lynn raced for the Envision Virgin Racing team in the ABB FIA Formula E World Championship.
Alex Lynn previously competed in the ABB FIA Formula E World Championship for the Envision Virgin Racing team, which was owned by the Virgin Group.
The electric racing series featuring British driver Alex Lynn that was held under the ownership of the Virgin Group is Formula E, specifically his time competing for Envision Virgin Racing.
Alex Lynn drives for Formula E."
"How many rooms are in the hotel that is home to the Cirque du Soleil show Mystere?","2,664","There are 2,884 rooms in the Treasure Island Hotel and Casino, which is home to the Cirque du Soleil show Mystere.","The Treasure Island Hotel and Casino, which is home to the Cirque du Soleil show Mystère, has 2,884 rooms.","2496","11.17518424987793","How many rooms are in the hotel that is home to the Cirque du Soleil show Mystere?
What is the total count of guest rooms located within the hotel where the Mystère performance by Cirque du Soleil is held?
Can you tell me the number of rooms at the hotel hosting the Cirque du Soleil production Mystère?
The hotel that features the Cirque du Soleil show Mystère has how many rooms?
How many hotel rooms are contained inside the venue for the Cirque du Soleil's Mystère?
State the number of rooms available at the hotel that serves as the residency for the Cirque du Soleil show Mystère.","There are 2,884 rooms in the Treasure Island Hotel and Casino, which is home to the Cirque du Soleil show Mystère.
The Treasure Island Hotel and Casino, which hosts the Cirque du Soleil show Mystère, features approximately 2,884 guest rooms.
The Treasure Island Hotel and Casino, which hosts the Cirque du Soleil production Mystère, has 2,884 rooms.
The Treasure Island Hotel and Casino, which features the Cirque du Soleil show Mystère, has 2,884 rooms.
The Treasure Island Hotel and Casino, which houses the Cirque du Soleil show Mystère, contains 2,884 guest rooms.
There are 2,884 rooms in the Treasure Island Hotel and Casino, but the Cirque du Soleil show Mystère is actually performed at Treasure Island's neighbor, Treasure Island, while the show resides at the Treasure Island Hotel and Casino; however, the show Mystère is famously housed at Treasure Island, which features 2,884 rooms.
There are 2,884 rooms in the Treasure Island Hotel and Casino, which is home to the Cirque du Soleil show Mystere."
"Por Baazar contains a cameo by an Indian film director, screenwriter, producer, actor, playback singer, and television host, who was born to Javed Akhtar and who?","Honey Irani","The Indian film director, screenwriter, producer, actor, playback singer, and television host born to Javed Akhtar and Honey Irani, who had a cameo in Por Baazar, is Farhan Akhtar.","The Indian film director, screenwriter, producer, actor, playback singer, and television host born to Javed Akhtar and Honey Irani, who had a cameo in Por Baazar, is Farhan Akhtar.","2713","10.824751138687134","Por Baazar contains a cameo by an Indian film director, screenwriter, producer, actor, playback singer, and television host, who was born to Javed Akhtar and who?
Who is the mother of the Indian film director, screenwriter, producer, actor, playback singer, and television host who makes a cameo appearance in Por Baazar and was born to Javed Akhtar?
In addition to Javed Akhtar, who are the parents of the multitalented Indian filmmaker, actor, and host who appears in Por Baazar?
The individual who has a cameo in Por Baazar is a prolific Indian film personality born to Javed Akhtar and whom?
Name the mother of the Indian celebrity—known for directing, producing, acting, singing, and hosting—who features in a cameo in Por Baazar and is the child of Javed Akhtar.
Could you identify the parent of the Indian actor, director, and producer who makes a cameo in Por Baazar, given that the other parent is Javed Akhtar?","The Indian film director, screenwriter, producer, actor, playback singer, and television host born to Javed Akhtar and Honey Irani, who had a cameo in Por Baazar, is Farhan Akhtar.
The mother of the Indian film director, screenwriter, producer, actor, playback singer, and television host Farhan Akhtar is Honey Irani.
The parents of Farhan Akhtar are Javed Akhtar and Honey Irani.
The Indian film director, screenwriter, producer, actor, playback singer, and television host born to Javed Akhtar and Honey Irani, who had a cameo in Por Baazar, is Farhan Akhtar.
The mother of Farhan Akhtar is Honey Irani.
The parent of Farhan Akhtar, alongside his father Javed Akhtar, is the screenwriter Honey Irani.
The Indian film director, screenwriter, producer, actor, playback singer, and television host born to Javed Akhtar and Honey Irani, who had a cameo in Por Baazar, is Farhan Akhtar."
"""It Girl"" is musically classified in the middle of what terminology describing the speed or pace of a given piece?","tempo","""It Girl"" is musically classified in the middle of *moderato* when describing the speed or pace of a given piece.","""It Girl"" is musically classified in the middle of *moderato* when describing the speed or pace of a given piece.","2424","20.0475115776062","""It Girl"" is musically classified in the middle of what terminology describing the speed or pace of a given piece?
""It Girl"" is musically categorized within the center of what term describing the rate or tempo of a specific composition?
What term, which characterizes the speed or pace of a musical piece, describes the classification that ""It Girl"" occupies in the middle?
Within the middle of which tempo-related terminology is the song ""It Girl"" musically placed?
Identify the term describing a musical piece's pace that classifies ""It Girl"" right in the middle.
In the middle of which musical term for a composition's speed is ""It Girl"" situated?","""It Girl"" is musically classified in the middle of *moderato* when describing the speed or pace of a given piece.
""It Girl"" is musically categorized within the range of *moderato*, which describes a moderate rate or tempo for a composition.
The musical term that characterizes a middle-range speed or pace is ""moderato.""
""It Girl"" by Jason Derulo is musically placed within the tempo-related terminology of *andante*, as it has a tempo of approximately 92 beats per minute.
The musical term describing a pace that classifies ""It Girl"" (which has a tempo of approximately 104 beats per minute) in the middle is *moderato*.
""It Girl"" is situated in the middle of *moderato* because the letters ""it"" appear in the middle of the word.
""It Girl"" is musically classified in the middle of *moderato* when describing the speed or pace of a given piece."
"Before the 2004-2005 Minnesota Timberwovles season, what had Sam Cassell had been honored with what titles?","All-NBA Team","Before the 2004-2005 season, Sam Cassell had been honored with three NBA championship titles.","Before the 2004-2005 season, Sam Cassell had been honored with two NBA championship titles and was selected to the 2004 NBA All-Star team and the All-NBA Second Team.","2752","12.60769271850586","Before the 2004-2005 Minnesota Timberwovles season, what had Sam Cassell had been honored with what titles?
Prior to the 2004-2005 Minnesota Timberwolves campaign, with which accolades had Sam Cassell been recognized?
What titles had been bestowed upon Sam Cassell before the commencement of the 2004-2005 Minnesota Timberwolves season?
Which honors had Sam Cassell received leading up to the 2004-2005 Minnesota Timberwolves season?
Can you identify the honors that Sam Cassell held before the 2004-2005 Minnesota Timberwolves season began?
Before the 2004-2005 season for the Minnesota Timberwolves, what specific distinctions had been awarded to Sam Cassell?","Before the 2004-2005 NBA season, Sam Cassell had been honored with three NBA championship titles (two with the Houston Rockets in 1994 and 1995, and one with the Milwaukee Bucks, though his third title was actually won with the Rockets, so the statement that he had three titles is factually incorrect; he had won two championships).
Prior to the 2004-2005 season, Sam Cassell had been honored with three NBA championship titles (1994, 1995) and selected to the 2004 NBA All-Star team and the All-NBA Second Team.
Before the commencement of the 2004-2005 Minnesota Timberwolves season, Sam Cassell had won three NBA championship titles, two with the Houston Rockets in 1994 and 1995, and one with the Milwaukee Bucks in 2001.
Before the 2004-2005 season, Sam Cassell had won three NBA championships (1994, 1995, and 2004) and had been named to both the All-NBA Second Team and the NBA All-Star team in 2004.
Before the 2004-2005 season, Sam Cassell had won three NBA championships (1994, 1995, 2004) and was selected to the All-NBA Second Team and the NBA All-Star team in 2004.
Before the 2004-2005 season, Sam Cassell had won three NBA championships (1994, 1995) and been selected to the All-NBA Second Team and the NBA All-Star team in 2004.
Before the 2004-2005 season, Sam Cassell had been honored with three NBA championship titles."
"What university employed the psychologist that inspired David McClelland's thinking on power??","Harvard University","Alfred Adler, whose concepts influenced David McClelland, was not employed by a university during the period of his most significant work on power, having established his own child guidance clinics and institutes.","David McClelland's thinking on power was significantly influenced by the work of Henry Murray, who was a professor at Harvard University.","2461","11.46902060508728","What university employed the psychologist that inspired David McClelland's thinking on power??
At which university was the psychologist employed whose theories influenced David McClelland's perspectives on power?
Can you identify the academic institution that employed the psychologist who served as an inspiration for David McClelland’s ideas regarding power?
The psychologist who inspired David McClelland's work on power was affiliated with what university?
Tell me the name of the university where the psychologist who influenced David McClelland’s power theory worked.
Which higher education institution employed the specific psychologist whose research prompted David McClelland's notions about power?","David McClelland's thinking on power was significantly influenced by the work of Henry Murray, who was a professor at Harvard University.
David McClelland's perspectives on power were significantly influenced by the theories of Henry Murray, who was employed at Harvard University.
David McClelland’s ideas regarding the need for power were significantly influenced by the work of Henry Murray, who was employed as a professor of clinical psychology at Harvard University.
David McClelland identified Henry Murray as a primary influence on his research regarding the need for power, and Murray was a long-time faculty member at Harvard University.
David McClelland’s theory of needs was significantly influenced by Henry Murray, who worked at Harvard University.
David McClelland’s notions about the need for power were primarily derived from the research of Henry Murray, who was employed as a professor of clinical psychology at Harvard University.
Alfred Adler, whose concepts influenced David McClelland, was not employed by a university during the period of his most significant work on power, having established his own child guidance clinics and institutes."
"Which U.S. State contains tropical wetlands and Diamondback Airboats?","Florida","Florida contains tropical wetlands and Diamondback Airboats.","Florida is the U.S. state that contains tropical wetlands and Diamondback Airboats.","2184","11.617967128753662","Which U.S. State contains tropical wetlands and Diamondback Airboats?
Which American state features tropical swamplands and Diamondback Airboats?
In what U.S. state are Diamondback Airboats and tropical wetlands located?
Identify the U.S. state that hosts both tropical wetlands and Diamondback Airboats.
Are there tropical wetlands and Diamondback Airboats found in a specific U.S. state, and if so, which one?
Provide the name of the U.S. state where one can find Diamondback Airboats along with tropical wetlands.","Florida is the U.S. state that contains tropical wetlands and is the home of Diamondback Airboats.
The American state that features tropical swamplands and Diamondback Airboats is Florida.
Florida is the U.S. state that contains tropical wetlands and where Diamondback Airboats is located.
Florida is the U.S. state that hosts both tropical wetlands and Diamondback Airboats.
Florida is the only U.S. state that contains both extensive tropical wetlands, such as the Everglades, and the headquarters and primary manufacturing facility for Diamondback Airboats.
Florida is the U.S. state where one can find both tropical wetlands and the manufacturer Diamondback Airboats.
Florida contains tropical wetlands and Diamondback Airboats."
"What group of people are described as semi-nomadic and speak the Semitic language ? ","Semitic people","Arabs are often described as semi-nomadic and speak the Semitic language of Arabic.","The Bedouin are a semi-nomadic group that speaks Arabic, which is a Semitic language.","2308","11.23407769203186","What group of people are described as semi-nomadic and speak the Semitic language ? 
Which population is characterized as semi-nomadic and utilizes a Semitic tongue?
Can you identify the semi-nomadic group that speaks a Semitic language?
A Semitic language is spoken by what semi-nomadic people?
Identify the specific community defined by their semi-nomadic lifestyle and their use of a Semitic language.
What is the name of the semi-nomadic ethnic group that communicates in a Semitic language?","Bedouin people are historically described as semi-nomadic and speak various dialects of the Arabic language, which belongs to the Semitic branch of the Afroasiatic language family.
The Bedouin population is characteristically semi-nomadic and speaks Arabic, which is a Semitic language.
The Bedouin are a well-known semi-nomadic group that speaks Arabic, which is a Semitic language.
Arabs are the primary group historically associated with semi-nomadic lifestyles and the speaking of Arabic, a major Semitic language.
The Bedouin are the specific community historically defined by their traditional semi-nomadic lifestyle and their use of Arabic, a Semitic language.
The Bedouin are a semi-nomadic ethnic group that traditionally communicates in various dialects of the Arabic language, which is a member of the Semitic branch of the Afroasiatic language family.
Arabs are often described as semi-nomadic and speak the Semitic language of Arabic."
"What muffler repair shop owner inspired Andrey Zvyagintsev's film Leviathan?","Marvin John Heemeyer","No specific muffler repair shop owner inspired Andrey Zvyagintsev's film Leviathan.","Andrey Zvyagintsev's film Leviathan was inspired by the real-life story of Marvin Heemeyer, a muffler repair shop owner in Granby, Colorado, who engaged in a destructive rampage with a modified bulldozer in 2004.","2695","13.160315036773682","What muffler repair shop owner inspired Andrey Zvyagintsev's film Leviathan?
Which proprietor of a muffler repair business provided the inspiration for Andrey Zvyagintsev's motion picture Leviathan?
Name the individual who owns a muffler repair shop and served as the inspiration for the movie Leviathan by Andrey Zvyagintsev.
The film Leviathan, directed by Andrey Zvyagintsev, was inspired by the owner of what kind of muffler repair establishment?
Identify the muffler repair shop owner who inspired the creation of Andrey Zvyagintsev's film Leviathan.
What is the name of the muffler repair shop proprietor whose story inspired Andrey Zvyagintsev’s movie Leviathan?","Andrey Zvyagintsev's film Leviathan was inspired by the real-life story of Marvin Heemeyer, an American muffler repair shop owner who engaged in a destructive rampage with a modified bulldozer in Granby, Colorado, in 2004.
Andrey Zvyagintsev's film *Leviathan* was inspired by the real-life story of Marvin Heemeyer, a muffler shop owner who modified a bulldozer to destroy buildings in Granby, Colorado, in 2004, following a long-running dispute with local government officials.
The individual who served as the inspiration for the movie Leviathan is Marvin Heemeyer, a welder and muffler repair shop owner who gained notoriety for his 2004 demolition rampage in Granby, Colorado.
The film Leviathan, directed by Andrey Zvyagintsev, was inspired by the story of Marvin Heemeyer, who owned an automobile muffler repair shop.
Andrey Zvyagintsev's film *Leviathan* was inspired by the real-life story of Marvin Heemeyer, a muffler repair shop owner in Granby, Colorado, who demolished town buildings with an armored bulldozer in 2004.
The story that inspired Andrey Zvyagintsev’s movie Leviathan is based on the life of Marvin Heemeyer, who was a muffler repair shop owner in Granby, Colorado.
No specific muffler repair shop owner inspired Andrey Zvyagintsev's film Leviathan."
" What annual event occurs on a property co-founded by an American who was the best-selling recording artist of the 20th century?","San Diego County Fair","Elvis Week is the annual event that occurs on the property co-founded by Elvis Presley.","Elvis Week is the annual event that occurs on the property co-founded by Elvis Presley.","2490","32.45198893547058"," What annual event occurs on a property co-founded by an American who was the best-selling recording artist of the 20th century?
Which yearly occasion takes place at a location co-established by the American musician who holds the record for the most albums sold in the twentieth century?
Can you identify the annual gathering held on property co-founded by the 20th century's top-selling American recording artist?
The American who was the highest-selling recording artist of the 1900s co-founded a property; what yearly event is hosted there?
What is the name of the annual function held at the estate co-founded by the most successful American recording artist of the twentieth century?
On the property co-established by the American artist who sold the most records during the 20th century, what yearly event is celebrated?","Elvis Week is the annual event that occurs at Graceland, the property co-founded by Elvis Presley, who is recognized as the best-selling solo recording artist of the 20th century.
Elvis Week is the annual event that takes place at Graceland, the home co-established by Elvis Presley, who holds the record for the most albums sold by a solo artist in the twentieth century.
Elvis Week is the annual gathering held at Graceland, the property co-founded by Elvis Presley, who is recognized as the best-selling American solo recording artist of the 20th century.
Elvis Presley was the highest-selling American recording artist of the 20th century, and the yearly event hosted at the property he co-founded, Graceland, is Elvis Week.
Elvis Week is the annual event held at Graceland, the estate co-founded by Elvis Presley, who is widely recognized as the best-selling solo music artist of the twentieth century.
Elvis Week is the annual event celebrated on the property co-established by Elvis Presley.
Elvis Week is the annual event that occurs on the property co-founded by Elvis Presley."
"What is the name of the Minahasa journalist and novelist who was active in the colonies incorporated into the Dutch government in 1800?","Frederick D. J. Pangemanann","I have no idea.","There is no Minahasa novelist or reporter from 1800 who fits this description, as the development of Minahasan literature and professional journalism within the Dutch East Indies did not emerge until the late 19th and early 20th centuries.","2709","12.191791534423828","What is the name of the Minahasa journalist and novelist who was active in the colonies incorporated into the Dutch government in 1800?
What is the identity of the Minahasa writer and reporter who was operational within the colonies annexed by the Dutch administration in 1800?
Name the Minahasa novelist and journalist who remained active in the colonial territories brought under Dutch governance in 1800.
Which Minahasa journalist and novelist held an active role in the colonies that were absorbed into the Dutch government during 1800?
Can you identify the Minahasa novelist and reporter who was working in the colonial regions integrated into Dutch rule in 1800?
Identify the Minahasa individual, known for their journalism and novels, who was active throughout the colonies incorporated into the Dutch government in 1800.","The Minahasa journalist and novelist who was active during that period is F.L.F. (Frans) Loemongga, though it is important to note that the term ""journalist and novelist"" in a modern sense is more accurately applied to later 19th-century figures such as Tjipto Mangoenkoesoemo or contemporaries like Alexander Arnold Adrian Maramis, as the Indonesian press and modern novel form were not fully established in 1800.
The Minahasa writer and reporter who was active during the period of the Dutch East Indies administration in the 19th century was Johannes Belthasar (J.B.) Gewang, though the most prominent Minahasan intellectual and journalist of the colonial era is widely considered to be Alexander Jacob (A.J.) Lucas Kallang or the later nationalist figure Sam Ratulangi.
The Minahasa novelist and journalist who remained active during that period was Maria Margaretha Jozina Ulfers, commonly known as Marie van Zeggelen.
The Minahasa journalist and novelist who held an active role in the colonial administration during the transition of the Dutch East Indies to government control in the early 19th century was Maria Ulfah Santoso's grandfather, Alexander Frederik van der Capellen's contemporary, or more precisely, the prominent figure Joannes Bernadus Assa.
There is no Minahasa novelist or reporter from 1800 who fits this description, as the development of Minahasan literature and professional journalism within the Dutch East Indies did not emerge until the late 19th and early 20th centuries.
The Minahasa individual known for his journalism and novels who was active during the colonial period was W.R. van Hoëvell.
I have no idea."
"Which city has a higher population, Shanghai or Hengyang?","Shanghai","Shanghai has a higher population than Hengyang.","Shanghai has a higher population than Hengyang.","1974","10.621981143951416","Which city has a higher population, Shanghai or Hengyang?
Which municipality maintains a larger inhabitant count, Shanghai or Hengyang?
Between Hengyang and Shanghai, which city possesses a greater population?
Can you tell me whether Shanghai or Hengyang has more residents?
Is the population of Hengyang or Shanghai higher?
Identify which city, out of Shanghai and Hengyang, holds a larger number of people.","Shanghai has a higher population than Hengyang.
Shanghai has a significantly larger population than Hengyang.
Shanghai has a significantly larger population than Hengyang.
Shanghai has a significantly higher population than Hengyang.
Shanghai has a significantly higher population than Hengyang.
Shanghai has a higher population than Hengyang.
Shanghai has a higher population than Hengyang."
"Rosi Golan's songs were featured in commercials for a brand of Artsana, that's been working for over 50 years, and is present in how many countries?","more than 120 countries","Rosi Golan's songs were featured in commercials for Chicco, a brand of Artsana that has been working for over 50 years and is present in over 120 countries.","Chicco, a brand of Artsana, has been operating for over 50 years and is present in more than 120 countries.","2668","11.868046283721924","Rosi Golan's songs were featured in commercials for a brand of Artsana, that's been working for over 50 years, and is present in how many countries?
Rosi Golan's music appeared in advertisements for an Artsana brand that has operated for more than 50 years; in what number of countries does this company have a presence?
In how many nations does the Artsana brand—which has been active for over five decades and used Rosi Golan's tracks in its commercials—operate?
The brand owned by Artsana that featured Rosi Golan's compositions in its ads has been in business for more than half a century, but how many countries does it serve?
Tell me the number of countries where the Artsana brand, known for using Rosi Golan’s songs in commercials and having a 50-year history, maintains operations.
Given that a specific Artsana brand has been running for over 50 years and utilized Rosi Golan's music for its advertisements, exactly how many countries is that brand found in?","Rosi Golan's songs were featured in commercials for Chicco, a brand of Artsana that has been working for over 50 years and is present in more than 120 countries.
Rosi Golan's music appeared in advertisements for the Artsana brand Chicco, which has been in operation for over 60 years and maintains a presence in more than 120 countries.
Artsana operates in over 150 countries.
Chicco, a brand owned by Artsana that has been in business for more than half a century, serves more than 120 countries.
Rosi Golan's songs were featured in commercials for Chicco, a brand of Artsana that has been working for over 50 years and is present in over 120 countries.
Chicco, a brand of Artsana that has been operating for over 60 years, is present in more than 120 countries.
Rosi Golan's songs were featured in commercials for Chicco, a brand of Artsana that has been working for over 50 years and is present in over 120 countries."
"What American actress starred in the 1996 television film ""Bastard Out of Carolina"" directed by Anjelica Huston?","Jena Malone","Jennifer Jason Leigh starred as Anney Boatwright in the 1996 television film ""Bastard Out of Carolina.""","Jennifer Jason Leigh starred as Anney Boatwright in the 1996 television film ""Bastard Out of Carolina,"" which was directed by Anjelica Huston.","2507","12.040359735488892","What American actress starred in the 1996 television film ""Bastard Out of Carolina"" directed by Anjelica Huston?
Which American actress appeared in the 1996 TV movie ""Bastard Out of Carolina,"" which was directed by Anjelica Huston?
Name the American actress who played a lead role in the 1996 television film ""Bastard Out of Carolina,"" directed by Anjelica Huston.
By Anjelica Huston directed, what 1996 television film featured which American actress?
Who is the American actress that featured in the 1996 television film ""Bastard Out of Carolina"" under the direction of Anjelica Huston?
Identify the American actress who performed in the 1996 television production ""Bastard Out of Carolina,"" which Anjelica Huston directed.","Jennifer Jason Leigh starred as Anney Boatwright in the 1996 television film ""Bastard Out of Carolina,"" which was directed by Anjelica Huston.
Jennifer Jason Leigh starred as Anney Boatwright in the 1996 television film ""Bastard Out of Carolina.""
Jennifer Jason Leigh starred as Anney Boatwright in the 1996 television film ""Bastard Out of Carolina.""
Jennifer Jason Leigh starred as Anney Boatwright in the 1996 television film ""Bastard Out of Carolina,"" which was directed by Anjelica Huston.
The American actress Jennifer Jason Leigh starred as Anney Boatwright in the 1996 television film ""Bastard Out of Carolina,"" which was directed by Anjelica Huston.
Jennifer Jason Leigh starred as Anney Boatwright in the 1996 television film ""Bastard Out of Carolina.""
Jennifer Jason Leigh starred as Anney Boatwright in the 1996 television film ""Bastard Out of Carolina."""
"Who is older, Lucy Gichuhi or Bob Day?","Bob Day","Lucy Gichuhi is older than Bob Day.","Bob Day is older than Lucy Gichuhi.","2148","10.397195100784302","Who is older, Lucy Gichuhi or Bob Day?
Between Lucy Gichuhi and Bob Day, who has the earlier birth date?
Can you tell me whether Lucy Gichuhi or Bob Day is the elder person?
Which individual is senior in age: Bob Day or Lucy Gichuhi?
State which person, Lucy Gichuhi or Bob Day, is of a more advanced age.
Is Lucy Gichuhi older than Bob Day, or is it the other way around?","Bob Day is older than Lucy Gichuhi.
Bob Day, who was born on 14 February 1964, has an earlier birth date than Lucy Gichuhi, who was born on 23 September 1968.
Bob Day is the elder person, as he was born in 1961, while Lucy Gichuhi was born in 1963.
Bob Day is older than Lucy Gichuhi.
Bob Day is older than Lucy Gichuhi.
Bob Day is older than Lucy Gichuhi, as he was born on October 12, 1947, and she was born on February 23, 1963.
Lucy Gichuhi is older than Bob Day."
"Parafield, South Australia is very near the airport and what campus of the University of South Australia?","Mawson Lakes","Parafield, South Australia is very near the airport and the Mawson Lakes campus of the University of South Australia.","Parafield, South Australia is very near the Parafield Airport and the Mawson Lakes campus of the University of South Australia.","2422","15.131806373596191","Parafield, South Australia is very near the airport and what campus of the University of South Australia?
Parafield, South Australia is situated in close proximity to the airport and which campus of the University of South Australia?
Could you tell me which campus of the University of South Australia is located near the airport in Parafield, South Australia?
Which University of South Australia campus is positioned right by the airport in Parafield, South Australia?
Identify the University of South Australia campus that is located in the immediate vicinity of the airport in Parafield, South Australia.
Near the airport in Parafield, South Australia, one can find what specific campus belonging to the University of South Australia?","Parafield, South Australia is very near the Parafield Airport and the Mawson Lakes campus of the University of South Australia.
Parafield, South Australia is very near the airport and the Mawson Lakes campus of the University of South Australia.
The University of South Australia does not have a campus located at the Parafield Airport, though the Mawson Lakes campus is the closest campus to that area.
The University of South Australia does not have a campus located at the Parafield Airport, though its Mawson Lakes campus is situated in the same region of northern Adelaide.
The University of South Australia does not have a campus located in the immediate vicinity of the Parafield Airport, though its Mawson Lakes campus is located approximately four kilometers to the south.
The University of South Australia's Mawson Lakes campus is located in the suburb of Mawson Lakes, which is in close proximity to the Parafield Airport.
Parafield, South Australia is very near the airport and the Mawson Lakes campus of the University of South Australia."
"Undiscovered Country is a reference to the concept of the afterlife as the ""undiscovered country"" from which opening phrase of a soliloquy spoken by Prince Hamlet in the so-called ""nunnery scene"" of William Shakespeare's play ""Hamlet""?","To be","The statement is accurate: Undiscovered Country is a reference to the concept of the afterlife as the ""undiscovered country"" from the opening phrase of a soliloquy spoken by Prince Hamlet in the so-called ""nunnery scene"" of William Shakespeare's play ""Hamlet.""","The phrase ""the undiscovered country"" appears in Hamlet's ""To be, or not to be"" soliloquy, which occurs in Act 3, Scene 1, rather than in the ""nunnery scene.""","3400","13.90120792388916","Undiscovered Country is a reference to the concept of the afterlife as the ""undiscovered country"" from which opening phrase of a soliloquy spoken by Prince Hamlet in the so-called ""nunnery scene"" of William Shakespeare's play ""Hamlet""?
Undiscovered Country alludes to the notion of the afterlife as the ""undiscovered country"" from which initial phrase of a soliloquy uttered by Prince Hamlet in the ""nunnery scene"" of William Shakespeare's play ""Hamlet""?
From which opening phrase of a soliloquy spoken by Prince Hamlet in the ""nunnery scene"" of William Shakespeare's play ""Hamlet"" is Undiscovered Country a reference to the concept of the afterlife as the ""undiscovered country""?
To what opening phrase from a soliloquy delivered by Prince Hamlet in the ""nunnery scene"" of William Shakespeare's ""Hamlet"" does the term Undiscovered Country refer, specifically regarding the idea of the afterlife as the ""undiscovered country""?
Undiscovered Country refers to the idea of the afterlife as the ""undiscovered country"" from which initial line of a monologue delivered by Prince Hamlet in the ""nunnery scene"" of William Shakespeare's drama ""Hamlet""?
Which opening phrase of a soliloquy, spoken by Prince Hamlet in the ""nunnery scene"" of William Shakespeare's play ""Hamlet,"" is referenced by Undiscovered Country in relation to the concept of the afterlife as the ""undiscovered country""?","The statement is inaccurate because the phrase ""the undiscovered country"" appears in Hamlet's ""To be, or not to be"" soliloquy, which occurs in Act 3, Scene 1, not in the ""nunnery scene.""
The phrase ""the undiscovered country"" appears in Hamlet's ""To be, or not to be"" soliloquy, which occurs in Act 3, Scene 1, rather than in the ""nunnery scene.""
The phrase ""undiscovered country"" actually appears in Hamlet's ""To be, or not to be"" soliloquy, which occurs in Act 3, Scene 1, rather than in the ""nunnery scene"" that immediately follows it in the same act.
The phrase ""undiscovered country"" actually appears in Hamlet's ""To be, or not to be"" soliloquy in Act 3, Scene 1, rather than in the ""nunnery scene,"" and it refers to death as the mysterious realm from whose bourn no traveler returns.
The phrase ""the undiscovered country"" actually appears in Hamlet's ""To be, or not to be"" soliloquy in Act 3, Scene 1, not in the ""nunnery scene"" which occurs earlier in the same act.
The phrase ""the undiscovered country"" appears in Prince Hamlet's ""To be, or not to be"" soliloquy, which occurs in Act 3, Scene 1, rather than the ""nunnery scene.""
The statement is accurate: Undiscovered Country is a reference to the concept of the afterlife as the ""undiscovered country"" from the opening phrase of a soliloquy spoken by Prince Hamlet in the so-called ""nunnery scene"" of William Shakespeare's play ""Hamlet."""
"The winner of the FIA World Endurance Championship in 2013 drove the Toyota TF101 with who?","Mika Salo","I have no idea.","The Toyota TF101 was a test car used by Toyota Motorsport in 2001 that never competed in the FIA World Endurance Championship, and the 2013 FIA World Endurance Championship was won by Audi Sport Team Joest drivers Allan McNish, Tom Kristensen, and Loïc Duval.","2497","12.98711609840393","The winner of the FIA World Endurance Championship in 2013 drove the Toyota TF101 with who?
Who was the co-driver alongside the 2013 FIA World Endurance Championship winner in the Toyota TF101?
With whom did the 2013 FIA World Endurance Championship victor share the Toyota TF101?
The Toyota TF101 was piloted by the 2013 FIA World Endurance Championship winner and which other individual?
Identify the teammate of the 2013 FIA World Endurance Championship champion in the Toyota TF101.
Alongside whom did the champion of the 2013 FIA World Endurance Championship drive the Toyota TF101?","The winner of the 2013 FIA World Endurance Championship was Audi Sport Team Joest, with drivers Allan McNish, Tom Kristensen, and Loïc Duval, driving the Audi R18 e-tron quattro.
The Toyota TF101 was a test car used by Toyota Motorsport in 2001 and was never entered into a competitive FIA World Endurance Championship race, and the 2013 FIA World Endurance Championship drivers' title was won by Allan McNish, Tom Kristensen, and Loïc Duval driving for Audi, not Toyota.
The 2013 FIA World Endurance Championship victor Allan McNish shared the Toyota TF101 test car with Mika Salo during his tenure as a test driver for the team in 2001.
The Toyota TF101 was piloted by the 2013 FIA World Endurance Championship winner Allan McNish and Mika Salo.
The Toyota TF101 was a test car developed in 2001 and was never raced in the FIA World Endurance Championship, nor did it share a connection to a 2013 WEC champion's teammate.
The champion of the 2013 FIA World Endurance Championship, Anthony Davidson, drove the Toyota TF101 alongside Mika Salo during his testing role with the team in 2002.
I have no idea."
