"Question","Answer","base_response"
"The 43d Air Mobility Operations Group is stationed at which largest military installation?","Fort Bragg","The 43d Air Mobility Operations Group is stationed at Fort Liberty, the largest military installation."
" During what years did the railroad that had a station stop in Ringling, Montana operate?","from 1847 until 1980","The railroad that had a station stop in Ringling, Montana operated from 1913 to 1980."
"William Sidney Sid Hatfield was the Police Chief of Matewan, West Virginia during a shootout between local coal miners and the Baldwin-Felts Detective Agency that is referred to as what?","Battle of Matewan","The shootout involving William Sidney Sid Hatfield is referred to as the Battle of Matewan."
"Which American musician, principally known for his work as guitarist, vocalist and songwriter released the Voice Of Reason album?","Robert Arthur Mould","The American musician Ted Poley, principally known for his work as guitarist, vocalist, and songwriter, released the Voice Of Reason album."
"What is the nationality of this actor, film producer and musician who has lived most of his life in Australia and appeared in Romper Stomper alongside Daniel Pollock, Jacqueline McKenzie and Tony Lee?","New Zealand citizen","The nationality of the actor you are referring to, Russell Crowe, is New Zealander."
"which persons private jet called Trump Force One which is built by Boeing Commercial Airplanes and is the manufacturer's largest single aisle passenger aircraft that is produced from 1981 to 2004?","Donald J. Trump's private jet","Donald Trump's private jet, called Trump Force One, is a Boeing 757 built by Boeing Commercial Airplanes, the largest single aisle passenger aircraft produced from 1981 to 2004."
"What group did the 253 West 125th Street-contest winner Spyder Turner sing back up for?","The Stereophonics and The Fabulous Counts","Spyder Turner sang back up for The Isley Brothers."
"What is the character's name for which Anna Leonidovna Kovalchuk won a prize in the legal festival ""Law and Society""?","Chief Detective Maria Shvetsova","Anna Leonidovna Kovalchuk won a prize for her portrayal of Maria Sergeevna Shvetsova in the legal festival ""Law and Society."""
"What is the estimated population of the city in which the suburb of Beaumont is located ?","44,300","I have no idea."
"The 2003 South Australian National Football League Grand Final saw the Central District Bulldogs defeat a football club whose home base is currently known as what?","City Mazda Stadium","I have no idea."
"What was the nationality of the composer of Chaconne in F minor?","German","The composer of Chaconne in F minor, Johann Pachelbel, was German."
"In what year was the college that Cal Hovde served as dean for founded?","1754","I have no idea."
"Which constituent college of the University of Oxford in England was Francis Leighton warden of?","All Souls College, Oxford","Francis Leighton was the warden of All Souls College at the University of Oxford."
"What is  Cyaxares relationship to the man that governed for 53 years?","r grandfather <a hr","Cyaxares was the successor and son of Phraortes, who governed for 53 years."
" Are Finding Kraftland and Shikashika both frozen drinks?","Shikashika is a shaved ice drink","I have no idea."
"Are Toshi and Warrel Dane both in the band Sanctuary?","no","No, Warrel Dane was in the band Sanctuary, but Toshi is not associated with them."
"Which of the cities of Dujiangyan City and Ezhou has the larger population according to their latest census ?","Ezhou","I have no idea."
"Who was the  ""King of Denmark, the Vends and the Goths, elected King of Norway's"" brother?","king John of Denmark","I have no idea."
"What contest did Drew Barry's younger brother win in 1996?","the 1996 NBA Slam Dunk Contest","I have no idea."
"where is a  football club which Aly Mohamed play for from ","United Arab Emirates","I have no idea."
"Raiffeisen Zentralbank is the central institution of one a group of co-operative banks in Austria. What is the name of the other group?","Austrian Volksbanks","The name of the other group is Volksbanken."
"In which year did this Russian actress  who produced and performed in the 1922 American silent drama film ""A Doll's House"" immigrate to the United States?","1905","The Russian actress Alla Nazimova immigrated to the United States in 1905."
" the movie ""A Cure for Wellness"" was a science fiction?","is a 2016 science fiction psychological horror","No, ""A Cure for Wellness"" is primarily classified as a psychological horror and thriller film, not science fiction."
"What position did the 2004 World Series of Poker gold bracelet holder have in the 2011 Epic Poker League?","Commissioner","I have no idea."
"Which band has more members, Chvrches or Goodbye Mr. Mackenzie?","Goodbye Mr Mackenzie","Goodbye Mr. Mackenzie has more members than Chvrches."
"What major landform lended its name to both the Blue Ridge Music Center, and American's longest linear park?","469 mi","The Blue Ridge Mountains lent their name to both the Blue Ridge Music Center and America's longest linear park, the Blue Ridge Parkway."
"What two occupations did Scott Weiland and Richard Hawley have in common?","singer and songwriter","Scott Weiland and Richard Hawley both shared occupations as musicians and songwriters."
"Who is older Charles R. Black Jr. or Paul Manafort?","Charles R. Black Jr.","Charles R. Black Jr. is older than Paul Manafort."
"What university did the winner of the 2014 CFL's Most Outstanding Defensive Player Award attend?","University of Hawaii at Manoa","The winner of the 2014 CFL's Most Outstanding Defensive Player Award, Solomon Elimimian, attended the University of Hawaii."
"Sony/Philips Digital Interface Format can transmit over what Toshiba optical fiber connector system?","TOSLINK (from ""Toshiba Link"") is a standardized optical fiber connector system.","I have no idea."
"Sadok Sassi played for a national team that made its first World Cup in what year?","1978","Sadok Sassi played for the Tunisian national team, which made its first World Cup appearance in 1978."
"Who was born first Garo Yepremian or Michael Casey ?","""Garo"" Yepremian","Garo Yepremian was born first on June 2, 1944, while Michael Casey was born on March 17, 1957."
"Grigori 3's music is commonly compared to an American rock band founded in what year?","1995","Grigori 3's music is commonly compared to an American rock band founded in 1995."
"Kung Fu Magoo is a Mexican-American animated action comedy film with an English voice cast star best known for her roll as what in ""Naruto""? ","Naruto Uzumaki","I have no idea."
"Nikhil Nanda is the son of the insurance advisor in what business?","life insurance","Nikhil Nanda is the son of the insurance advisor in the Escorts Group business."
"What year did a Russian soprano opera singer born in October 1926 leave Russia with her cellist husband and daughter?","1974","The Russian soprano opera singer left Russia in 1974 with her cellist husband and daughter."
"A play that was first performed on February 16th, 1728, at the Theatre Royal, was written by an English novelist who was also the author of what novel?","Tom Jones","The play, ""The Beggar's Opera,"" was written by John Gay, who was also the author of the novel ""The Beggar's Opera."""
"Alhambra and Tsuro are both examples of what type of game?","tile-based board game","Alhambra and Tsuro are both examples of board games."
"What NFL Team, undefeated in 1972, had on their staff the coach of the 2004 Florida Atlantic Owls football team?","Miami Dolphins","The NFL team undefeated in 1972, with the coach of the 2004 Florida Atlantic Owls football team on their staff, was the Miami Dolphins."
"What year did Fifty Shades of Grey release?","2011","Fifty Shades of Grey was released in 2015."
"Which band had more members, Semisonic or Cake?","Cake","Cake had more members than Semisonic."
"Who is writing a book about the Koch family who control the second-largest privately owned company in the United States?","Jane Mayer","I have no idea."
"The debut album came out in 1988 but what year did the song ""She's My Baby"" come out in?","1990","The song ""She's My Baby"" by Wings came out in 1976."
"El Chavo is a video game published by Slang Publishing, that was based on what Mexican animated series that was based on another TV series created by Roberto Gomez Bolanos?","El Chavo Animado","El Chavo is a video game based on the Mexican animated series ""El Chavo Animado,"" which in turn was based on the TV series ""El Chavo del Ocho"" created by Roberto Gómez Bolaños."
"Who was soldier Archie A. Peck's commanding officer during the Meuse-Argonne Offensive?","Major Charles White Whittlesey","I have no idea."
"Who has won more literary awards, Annie Dillard or Gabriel GarcÃ­a MÃ¡rquez?","Gabriel JosÃ© de la Concordia GarcÃ­a MÃ¡rquez","Gabriel García Márquez has won more literary awards than Annie Dillard."
"Were The Living Desert and What Would Jesus Buy? directed by the same person?","no","No, The Living Desert was directed by James Algar, while What Would Jesus Buy? was directed by Rob VanAlkemade."
"Does Jimmy Barnes have more hits, both solo and in a group, than Yang Seung-ho has with his group?","yes","I have no idea."
"Which publisher produced the comic books featuring both Spider-Man and the Daredevils?","Marvel","Marvel Comics produced the comic books featuring both Spider-Man and the Daredevil."
"What university did Bill Daly graduate that Gary Bettman also graduated from?","New York University School of Law","Bill Daly and Gary Bettman both graduated from Cornell University."
"Ellesmere Port Town Football Club are currently members of what English football league whose current principal sponsor is Carlsberg?","West Cheshire Association Football League","Ellesmere Port Town Football Club are currently members of the Cheshire Football League, which is sponsored by Carlsberg."
"What is the middle name of the former Stanford Cardinals player who caught 57 passes for 1010 yards and 14 TDs?","David","I have no idea."
"Who was the secretary to the Winter Queen?","Sir Francis Nethersole","The secretary to the Winter Queen was Sir William Davenant."
"Triangle Brewing Company was started by a founder who had experience as what non-commercial alcohol producer?","homebrewer","Triangle Brewing Company was started by a founder who had experience as a homebrewer."
"What is the legal name of Johnny Campbell's hometown?","Londonderry","I have no idea."
"Tom Thumb Food & Pharmacy is part of the southern division of a grocery company based in what city?","Boise","Tom Thumb Food & Pharmacy is part of the southern division of Albertsons Companies, which is based in Boise, Idaho."
"Where is stadium that was named after Rodney Cline Carew?","Panama City","The stadium named after Rodney Cline Carew is Estadio Rod Carew, located in Panama City, Panama."
"Why is Bangor Daily News talkin about Sawin Millett?","Commissioner by the Maine Senate","I have no idea."
"In what movie did a Kenyan-Mexican actress, who graduated from Hampshire College, star in in 2015?","Star Wars: The Force Awakens","Lupita Nyong'o, a Kenyan-Mexican actress and Hampshire College graduate, starred in ""Star Wars: The Force Awakens"" in 2015."
"What actor, who passed away in 1942 was also the producer of the stage version of the 1940 spy film which stars Boris Karloff and Margaret Lindsay?","George M. Cohan","The actor and producer of the stage version of the 1940 spy film starring Boris Karloff and Margaret Lindsay was John Henry Brodribb, known professionally as Sir Henry Irving, who passed away in 1942."
"Are both, Boise State University and Syracuse University, public colleges?","no","No, Boise State University is a public college, while Syracuse University is a private college."
"Which actress played a character that dated Mark Brendanawicz?","Rashida Jones","Rashida Jones played the character Ann Perkins, who dated Mark Brendanawicz on the show ""Parks and Recreation."""
"What was the specialization of an American naval officer who led the aircraft of the United States Antarctic Service to photograph Cox Point?","feats of exploration","The specialization of the American naval officer who led the aircraft of the United States Antarctic Service to photograph Cox Point was aerial photography."
"In what language was the 2007 Indian romantic drama staring Kareena Kapoor and Shahid Kapoor produced in? ","Partly Punjabi","The 2007 Indian romantic drama starring Kareena Kapoor and Shahid Kapoor, ""Jab We Met,"" was produced in Hindi."
"The Mutlu Onaral album ""Livin' It"" was produced by the bassist for what duo?","Hall & Oates","The Mutlu Onaral album ""Livin' It"" was produced by the bassist for the duo Hall & Oates."
"Tommy Swerdlow co-wrote the screenplay of what film directed by Jon Turteltaub?","Cool Runnings","Tommy Swerdlow co-wrote the screenplay for the film ""Cool Runnings,"" directed by Jon Turteltaub."
"Who would you be more worried about playing a chess game against, Marcel Duchamp or Jiang Wen","Duchamp","Marcel Duchamp, as he was a well-known chess player."
"Which state was the The Laboratory's 60,000 square-foot, shore-based campus located?","Maine, United States","The Laboratory's 60,000 square-foot, shore-based campus was located in Florida."
"What is the name the French give to the war during which the Prussians occupied the Pavillon du Butard?","War of 1870","The French refer to the war during which the Prussians occupied the Pavillon du Butard as the Franco-Prussian War."
"What year was the voice actress of an animated television series premiered on Cartoon Network born?","1967","I have no idea."
"In what year was the 1965 World Series MVP elected to the Baseball Hall of Fame?","1972","The 1965 World Series MVP, Sandy Koufax, was elected to the Baseball Hall of Fame in 1972."
"How many times has the driver who placed third in the 2003 Italian Grand Prix won at the Grand Prix?","11","The driver who placed third in the 2003 Italian Grand Prix, Fernando Alonso, has won 32 Formula One Grand Prix races."
"Who directed the 2007 film which  Sasson Gabai won an Ophir Award for?","Eran Kolirin","Eran Kolirin directed the 2007 film ""The Band's Visit,"" for which Sasson Gabai won an Ophir Award."
"The Florida Atlantic Owls team represents a school classified by the Carnegie Foundation as what?","a research university","The Florida Atlantic Owls team represents a school classified by the Carnegie Foundation as a ""R1: Doctoral University – Very high research activity."""
"Who starred as a divorced mother in an American sitcom produced by Danny Bonaduce's father?","Bonnie Franklin","I have no idea."
"Alex Yemenidjian is the CEO of the company that owns what Las Vegas Strip hotel?","Tropicana Las Vegas","Alex Yemenidjian is the CEO of the company that owns the Tropicana Las Vegas hotel."
"How long did The Shire of Flinders, which encompassed the extremity of the Mornington Peninsula located south-east of Melbourne, Australia, exist?","1874 until 1994","The Shire of Flinders existed from 1869 until 1994."
"How old was Virginia Bruce when she starred in Let Freedom Ring?","29","Virginia Bruce was 28 years old when she starred in Let Freedom Ring in 1939."
"Who was Germany's large-scale, low strength fortification unit, disbanded in 1919, named after? ","Menges","Germany's large-scale, low strength fortification unit, disbanded in 1919, was named after Hermann von Boyen."
"When was Leeds no longer called Elmet?","early 7th century","Leeds was no longer called Elmet after the early 7th century following the conquest by the Anglo-Saxons."
"Ip Man 3 is the second sequal to the biographical martial arts films first released in what year?","2008","Ip Man, the first film in the series, was released in 2008."
"The winning jockey of the 1997 Cheltenham Gold Cup held a record for winner of what award 20 consecutive times?","Champion Jockey","The winning jockey of the 1997 Cheltenham Gold Cup, Tony McCoy, held a record for winning the Champion Jockey title 20 consecutive times."
"Are Dorothy Parker and Maxine Kumin the same nationality?","yes","Yes, Dorothy Parker and Maxine Kumin are both American."
"Oxley Highway ends at a coastal town that had how many inhabitants in June 2016 ?","45,698","Oxley Highway ends at Port Macquarie, which had approximately 45,698 inhabitants in June 2016."
"What horror movie set in 1972 Vietnam was filmed in part in Bokor Hill Station?","R-Point","The horror movie ""R-Point"" was filmed in part at Bokor Hill Station."
"What character did Selina Giles play in the 2005 dystopian political thriller named ""V for Vendetta""?","Evey's mother","Selina Giles played the character Valerie Page in the 2005 dystopian political thriller ""V for Vendetta."""
"What is the electric racing series British race car driver Alex Lynn drives for and is owned by Virgin Group?","DS Virgin Racing Formula E Team","Alex Lynn drives in the Formula E series, which is the electric racing series owned by Virgin Group."
"How many rooms are in the hotel that is home to the Cirque du Soleil show Mystere?","2,664","The hotel that hosts the Cirque du Soleil show Mystere, Treasure Island in Las Vegas, has 2,884 rooms."
"Por Baazar contains a cameo by an Indian film director, screenwriter, producer, actor, playback singer, and television host, who was born to Javed Akhtar and who?","Honey Irani","Por Baazar contains a cameo by Farhan Akhtar, who was born to Javed Akhtar and Honey Irani."
"""It Girl"" is musically classified in the middle of what terminology describing the speed or pace of a given piece?","tempo","""It Girl"" is musically classified in the middle of the terminology ""mid-tempo."""
"Before the 2004-2005 Minnesota Timberwovles season, what had Sam Cassell had been honored with what titles?","All-NBA Team","Before the 2004-2005 Minnesota Timberwolves season, Sam Cassell had been honored with the titles of NBA All-Star and All-NBA Second Team in 2004."
"What university employed the psychologist that inspired David McClelland's thinking on power??","Harvard University","Harvard University employed the psychologist Henry Murray, who inspired David McClelland's thinking on power."
"Which U.S. State contains tropical wetlands and Diamondback Airboats?","Florida","Florida contains tropical wetlands and Diamondback Airboats."
"What group of people are described as semi-nomadic and speak the Semitic language ? ","Semitic people","The Bedouins are described as semi-nomadic and speak the Semitic language."
"What muffler repair shop owner inspired Andrey Zvyagintsev's film Leviathan?","Marvin John Heemeyer","I have no idea."
" What annual event occurs on a property co-founded by an American who was the best-selling recording artist of the 20th century?","San Diego County Fair","The annual event that occurs on a property co-founded by Elvis Presley, the best-selling recording artist of the 20th century, is the Elvis Week held at Graceland."
"What is the name of the Minahasa journalist and novelist who was active in the colonies incorporated into the Dutch government in 1800?","Frederick D. J. Pangemanann","I have no idea."
"Which city has a higher population, Shanghai or Hengyang?","Shanghai","Shanghai has a higher population than Hengyang."
"Rosi Golan's songs were featured in commercials for a brand of Artsana, that's been working for over 50 years, and is present in how many countries?","more than 120 countries","Artsana is present in over 120 countries."
"What American actress starred in the 1996 television film ""Bastard Out of Carolina"" directed by Anjelica Huston?","Jena Malone","Jena Malone starred in the 1996 television film ""Bastard Out of Carolina"" directed by Anjelica Huston."
"Who is older, Lucy Gichuhi or Bob Day?","Bob Day","Lucy Gichuhi is older than Bob Day."
"Parafield, South Australia is very near the airport and what campus of the University of South Australia?","Mawson Lakes","Parafield, South Australia is very near the Mawson Lakes campus of the University of South Australia."
"Undiscovered Country is a reference to the concept of the afterlife as the ""undiscovered country"" from which opening phrase of a soliloquy spoken by Prince Hamlet in the so-called ""nunnery scene"" of William Shakespeare's play ""Hamlet""?","To be","The reference to the afterlife as the ""undiscovered country"" comes from the opening phrase ""To be, or not to be"" of a soliloquy spoken by Prince Hamlet in William Shakespeare's play ""Hamlet."""
"The winner of the FIA World Endurance Championship in 2013 drove the Toyota TF101 with who?","Mika Salo","I have no idea."
"What position did the current Leader of Fine Gael hold from 2016 until 2017?","Minister for Social Protection","The current Leader of Fine Gael, Leo Varadkar, served as Minister for Social Protection from 2016 until 2017."
"Which Victorian poet was born in a 15th-century castle home to the Earl of Southesk?","Charlotte Carnegie","The Victorian poet born in a 15th-century castle home to the Earl of Southesk was Violet Jacob."
"What unit of the Air National Guard is located at a base that was home to the 509th Bomb Wing flying the General Dynamics FB-111A?","133d Air Refueling Squadron","The 131st Bomb Wing of the Missouri Air National Guard is located at Whiteman Air Force Base, which was home to the 509th Bomb Wing flying the General Dynamics FB-111A."
"What retailer did Albert Heijn start up that eventually merged with the Delhaize Group?","Koninklijke Ahold N.V.","Albert Heijn started up the retailer Ahold, which eventually merged with the Delhaize Group."
"The Light Princess was inspired by ""what"" literary tale published by Charles Perrault in 1697?","Sleeping Beauty","The Light Princess was inspired by the literary tale ""The Sleeping Beauty"" published by Charles Perrault in 1697."
"A small regional passenger airline from Killeen, Texas moved its operations from a city owned public airport 6 miles northwest of Downtown Dallas to what airport?","Dallas/Fort Worth International Airport","I have no idea."
"The head of the Foreign Relations Department of the Rastriya Janashakti Party holds a degree that can be abbreviated MS, M.S., or ScM, in what field?","Engineering","I have no idea."
"Flower Alley was bred by the trainer who was killed at what Fayette County, Kentucky airport?","Blue Grass Airport","I have no idea."
"Domestic Disturbance stars an actor who voiced what character in ""Monsters, Inc.""?","Randall Boggs","Domestic Disturbance stars John Goodman, who voiced the character Sulley in ""Monsters, Inc."""
"This Australian racing driver currently drives the No. 22 Holden VF Commodore produced by Holden Commodore which manufactures what other models?","sedan and station wagon","Holden Commodore also manufactures models such as the Holden Astra, Holden Colorado, and Holden Trax."
"Who was born first, Vladimir Nabokov or Harper Lee?","Vladimir Vladimirovich Nabokov","Vladimir Nabokov was born first, on April 22, 1899, while Harper Lee was born on April 28, 1926."
"Little Brown Stein is a rivalry trophy that imitates a mug made out of what item?","stoneware","Little Brown Stein is a rivalry trophy that imitates a mug made out of wood."
"Who was born first, Lawrence Ferlinghetti or Luigi Pirandello?","Luigi Pirandello","Luigi Pirandello was born first, on June 28, 1867, while Lawrence Ferlinghetti was born on March 24, 1919."
"Which Record Company reissued an Avenged Sevenfold Album that only sold 300 copies?","Hopeless Records","I have no idea."
"When was the company that produced rectangular crackers that have 18 holes in a 3x6 pattern founded?","1853","The company, Nabisco, known for producing rectangular crackers like Saltines with 18 holes in a 3x6 pattern, was founded in 1898."
"What US city between New York and Quebec Canada was the most effected during the Taconic orogeny?","New England","Albany, New York was the most affected US city during the Taconic orogeny."
"Between the two operas, MosÃ¨ in Egitto and Lucrezia Borgia, which one has more acts?","MosÃ¨ in Egitto","Mosè in Egitto has three acts, while Lucrezia Borgia has two acts, so Mosè in Egitto has more acts."
"What movies has Juno Temple starred in?","She has appeared in films such as "" Black Mass"", ""The Other Boleyn Girl"", ""Wild Child"", ""Atonement"", ""Maleficent"", ""The Three Musketeers"" and ""The Dark Knight Rises"".","Juno Temple has starred in movies such as ""Atonement,"" ""The Dark Knight Rises,"" ""Killer Joe,"" and ""Maleficent."""
"Which as more species Cassiope or Deutzia?","Deutzia","Deutzia has more species than Cassiope."
"Which of the actress starred in  Zombie Night appeared in the 1998 erotic thriller ""Wild Things""?","Jennifer Taylor","Denise Richards starred in the 1998 erotic thriller ""Wild Things"" and appeared in ""Zombie Night."""
"David Wayne Hull (born 1962 or 1963) is a leader of which group that originated in Mississippi in the early 1960s under the leadership of Samuel Bowers, its first Grand Wizard?","White Knights","David Wayne Hull is a leader of the White Knights of the Ku Klux Klan, a group that originated in Mississippi in the early 1960s under the leadership of Samuel Bowers."
"How many Grammy awards were won by an album named after the Joni Mitchell song from Love Actually?","two Grammy awards","I have no idea."
"When was the group formed whose Japanese debut EP/ video album is called Nobody for Everybody ?","2006","The group BLACKPINK was formed in 2016."
"When was the son of Kingsley Amis born ?","1949","The son of Kingsley Amis, Martin Amis, was born on August 25, 1949."
"Lean on Pete stars the actor best known for playing what role in Granite Flats?","Timmy Sanders","Lean on Pete stars the actor best known for playing Arthur Milligan in Granite Flats."
"What star of a Matthew Senreich and Zeb Wells comedy was born in July of 1983?","Heidi Lynn Gardner","I have no idea."
"What other jobs did the actress Olivia Munn from Mortdecai have?","model","I have no idea."
"Which major international airport in south-east England ranks as the 8th busiest airport in Europe and replaced Croydon Airport?","Gatwick Airport","London Gatwick Airport is the major international airport in south-east England that ranks as the 8th busiest airport in Europe and replaced Croydon Airport."
"Both Alexander Hall and Pierre Morel are involved in which profession?","film director","Both Alexander Hall and Pierre Morel are involved in the profession of film directing."
"What type of movies are 101 Dalmatians and G-Force?","American family comedy adventure","101 Dalmatians and G-Force are both family-oriented adventure films with elements of comedy."
"Who was the winner of the season of The Rap Game where a contestant named Lady Leshurr as one of her influences?","Mani","I have no idea."
"What Box Codax group musician was also the guitarist, backing/lead vocalist and keyboardist of another Glasgow-based band?","Nicholas John ""Nick"" McCarthy","Nick McCarthy, from Box Codax, was also the guitarist, backing/lead vocalist, and keyboardist of the Glasgow-based band Franz Ferdinand."
"Professional cyclist Sara Symington competed in which Olympic Games held in Sydeney, Australia?","2000 Summer Olympic Games","Professional cyclist Sara Symington competed in the 2000 Olympic Games held in Sydney, Australia."
"Which super bowl that took place at the Miami Dolphins home stadium, featured the San Francisco 49ers defeating the San Diego Chargers?","Super Bowl XXIX","Super Bowl XXIX, held at Joe Robbie Stadium, featured the San Francisco 49ers defeating the San Diego Chargers."
"What cover for the main game of NBA 2K16 earned a gold medal playing with Team USA at the 2012 Summer Olympics?","Anthony Davis","Paul George earned a gold medal playing with Team USA at the 2012 Summer Olympics and was one of the cover athletes for NBA 2K16."
"What 4 divisions make up the company of the wealthiest person in Georgia?","newspapers, television, radio, cable television","I have no idea."
"Where did the opera in which Iva Pacetti starred as Elena first premier?","La Scala, Milan","The opera ""Mefistofele,"" in which Iva Pacetti starred as Elena, first premiered at La Scala in Milan."
"What was the nationality and profession of the person responsible for the concept of a dimensionless number in physics and engineering?","French mathematician and physicist","The person responsible for the concept of a dimensionless number in physics and engineering was French engineer Joseph Fourier."
"Between Pinanga and Alopecurus which genus is more common in temperate regions?","Alopecurus","Alopecurus is more common in temperate regions."
"Which author was a dentist, Zane Grey or Bhabananda Deka?","Pearl Zane Grey","Zane Grey was a dentist."
"Jaroslav Kvapil the Czech poet was born in the Kingdom of Bohemia, also referred to by what name?","Czech Kingdom","Jaroslav Kvapil was born in the Kingdom of Bohemia, also referred to as Czechia."
"Were Cinderella and The Emperor's New Groove released by the same picture company?","no","No, Cinderella was released by Walt Disney Productions while The Emperor's New Groove was released by Walt Disney Pictures."
"The rapper whose debut album was titled ""Thug Misses"" has sold over how many records worldwide?","2 million","The rapper whose debut album was titled ""Thug Misses,"" Khia, has sold over one million records worldwide."
"JosÃ© Baviera starred in the 1962 film by the filmmaker who worked in what countries?","Spain, Mexico and France","The filmmaker Luis Buñuel, who directed the 1962 film starring José Baviera, worked in Spain, Mexico, and France."
"Extract starred what American actress who is known for her work on Saturday Night Live from 2005-2012?","Kristen Carroll Wiig","Kristen Wiig is the American actress known for her work on Saturday Night Live from 2005-2012."
"What member from The Clinch Mountain Boys plays at the Huck Finn Jubilee Bluegrass Music Festival?","Ralph Edmund Stanley","I have no idea."
"Which American actor portray Steve Urkel in ""Family Matters""","Jaleel Ahmad White","Jaleel White portrayed Steve Urkel in ""Family Matters."""
"The 2000 ICC KnockOut Trophy was the debut of a Jamaican cricketer who is a right-handed what?","middle order batsman","The Jamaican cricketer who debuted in the 2000 ICC KnockOut Trophy is a right-handed batsman."
"What other occupation did the ""Law West of the Pecos"" have?","saloon-keeper","The ""Law West of the Pecos,"" Judge Roy Bean, operated a saloon in Langtry, Texas."
"For what ogranization does a commentator of Press TV serve as associate director?","Henry Jackson Society","A commentator of Press TV serves as associate director for the Institute for Policy Research & Development."
"How many episodes were made for the science fiction series with Gus Birney?","ten","I have no idea."
"In between  Polytechnic University of the Philippines and California Polytechnic State University which was founded as a vocational high school?","California Polytechnic State University","Polytechnic University of the Philippines was founded as a vocational high school."
"Which composer, who was a crucial figure in the transition between the Classical and Romantic eras in Western art music, wrote Piano Sonata No. 16 ?","Ludwig van Beethoven","The composer who wrote Piano Sonata No. 16, a crucial figure in the transition between the Classical and Romantic eras in Western art music, is Ludwig van Beethoven."
"Where did the military engagements that Captain Lewis Cunningham Broadus served during take place?","Mexico-United States border region","Captain Lewis Cunningham Broadus served in military engagements during the Spanish-American War in Cuba and the Philippine-American War in the Philippines."
"When was the advisor of Alpher-Bethe-Gamow paper died?","19-Aug-68","The advisor of the Alpher-Bethe-Gamow paper, George Gamow, died on August 19, 1968."
"Vincas Kudirka is the author of both the music and lyrics of a national anthem which has how many words?","fifty-word","The national anthem authored by Vincas Kudirka, ""Tautiška giesmė"" of Lithuania, has 48 words."
"What is the name of this Austrian association football club from Vienna for which Raphael Holzhauser was a player?","Austria Wien","The name of the Austrian association football club from Vienna for which Raphael Holzhauser was a player is FK Austria Wien."
"Ganjam district is located in an indian state located in which part of India ?","eastern India","Ganjam district is located in the eastern part of India in the state of Odisha."
"What is the start date of this tour that was the third concert tour by an American singer-songwriter and was completed in support of the album Red?","13-Mar-13","The start date of Taylor Swift's Red Tour was March 13, 2013."
"What is one element of House dance where the dancer ripples his or her torso back and forth?","the jack","An element of House dance where the dancer ripples his or her torso back and forth is called the ""jack."""
"Which 2009 animated film is from Japan, Summer Wars or The Secret of Kells?","Summer Wars","Summer Wars is the 2009 animated film from Japan."
"What is the name of the 1988 film starring Gene Bervoets that was based on the Dutch to English translated novel, ""The Vanishing""?","The Vanishing","The name of the 1988 film starring Gene Bervoets based on the novel ""The Vanishing"" is ""Spoorloos."""
"When was the first stud book created for the breed of horse that came from Rotrou introducing Arabian horses to Perche?","1883","The first stud book for the Percheron breed, which originated from Arabian horses introduced to Perche, was created in 1883."
"In what year was the drummer from the album ""Angel of Retribution"" born?","1961","The drummer from the album ""Angel of Retribution,"" Scott Travis, was born in 1961."
"William Bromley-Davenport held political office under the Prime Minister who was of which party?","Conservative","William Bromley-Davenport held political office under the Prime Minister who was of the Conservative Party."
"Agnes Body was the founding head of a state secondary school located on what road?","Wragby Road","Agnes Body was the founding head of a state secondary school located on Banbury Road."
"Who played the role of Nettie Harris in the 1985 film directed by Steven Spielberg?","Akosua Gyamama Busia","Akosua Busia played the role of Nettie Harris in the 1985 film directed by Steven Spielberg."
"The actress that plays Charity in the drama series ""Greenleaf"" is a member of a musical family from what city and state?","Detroit, Michigan","The actress Deborah Joy Winans, who plays Charity in ""Greenleaf,"" is a member of a musical family from Detroit, Michigan."
"On which television network did Joe Penny play an investigator named Jake Styles?","CBS","Joe Penny played an investigator named Jake Styles on the television network CBS."
"How many times did the man who coached the 1986-87 UNLV Runnin' Rebels fail to win 20 games in a season?","twice","The man who coached the 1986-87 UNLV Runnin' Rebels, Jerry Tarkanian, never failed to win 20 games in a season during his tenure at UNLV."
" Curious is a women's fragrance by a singer born in what city and state?","McComb, Mississippi","Curious is a women's fragrance by a singer born in McComb, Mississippi."
"Were both Eugene Dynkin and Vladimir Voevodsky mathematicians from Russia?","yes","Yes, both Eugene Dynkin and Vladimir Voevodsky were mathematicians from Russia."
"What mall was known as a twin of the mall located on I-45 on the Southeast side of Houston?","Northwest Mall","The Mall of the Mainland was known as a twin of Almeda Mall located on I-45 on the Southeast side of Houston."
"In what year did Australian-born comedian Peter Helliar write I Love you Too?","2010","Australian-born comedian Peter Helliar wrote ""I Love You Too"" in 2010."
"Which client of Lindka Cierach played Queen Elizabeth II in ""The Queen""?","Helen Mirren","Helen Mirren, a client of Lindka Cierach, played Queen Elizabeth II in ""The Queen."""
"Which ocean would the ingredients likely come from for the She-crab soup?","Atlantic Ocean","The ingredients for She-crab soup would likely come from the Atlantic Ocean."
"Which writer of French descent actually lived in France, Maurice Level or John Dufresne?","Maurice Level","Maurice Level was the writer of French descent who actually lived in France."
"When did the first bank come into existence that is part of an organization that serves rural areas of India with basic banking and financial services?","on 20 July 2009","The first bank that is part of an organization serving rural areas in India with basic banking and financial services is the State Bank of India, which originated as the Bank of Calcutta in 1806."
