question,answer
"What theoretical physicist and professor at University of Chicago is credited, along with Jeffrey Goldstone, with discovering bosons that appear necessarily in models exhibiting spontaneous breakdown of continuous symmetries? ","Goldstone boson; In particle and condensed matter physics, Goldstone bosons or Nambu–Goldstone bosons (NGBs) are bosons that appear necessarily in models exhibiting spontaneous breakdown of continuous symmetries."
What kind of business were both Anheuser-Busch and Michael Roarty a part of?,"Charrington Brewery; Charrington Brewery was a brewery company founded in Bethnal Green, London in the early 18th century by Robert Westfield."
McLeod Center opened with a volleyball game against a private university based in what city in Illinois?,"Sunway University; Sunway University is a private university based in Bandar Sunway, Subang Jaya, Selangor, Malaysia."
"What composer was born on June 28, 1902 and wrote the musical Jumbo?","Forest Dewey Dodrill; Forest Dewey Dodrill (January 26, 1902 �?June 28, 1997) born in Webster Springs, West Virginia was a doctor at Harper University Hospital at Wayne State University in Michigan who performed the first successful open heart surgery using a mechanical pump."
ABC Africa and Still Kicking are what kind of films? ,Still Kicking: The Fabulous Palm Springs Follies; Still Kicking: The Fabulous Palm Springs Follies is a 1997 American short documentary film directed by Mel Damski.
"Selena Gomez's song ""Like a Champion"" was co-written by which songwriter who also co-wrote the Eminem and Rihanna single ""The Monster""?","Emanuel Kiriakou; Emanuel ""Eman"" Kiriakou is an American songwriter, producer, record executive, music publisher and multi-instrumentalist, based in Los Angeles."
At what university if the study for hl-60 cells being conducted?,United Kingdom Prospective Diabetes Study; The United Kingdom Prospective Diabetes Study (UKPDS) was the largest clinical research study into diabetes ever conducted at the time.
The Rieder Automatic Rifle and the Lee-Enfield Rifle were based off what variant of rifle?,Automatic rifle; An automatic rifle is a type of self-loading rifle that is capable of fully automatic fire.
"William W. ""Bill"" Kirtley was lead defense attorney to Rainey Bethea, what was Rainey Bethea convicted of?","Perry T. Ryan; Perry T. Ryan (born November 26, 1962) is an American lawyer who writes books on American history."
What year did the actress who starred in Reveille with Beverly die?,"Down and Out in Beverly Hills; Down and Out in Beverly Hills is a 1986 American comedy film based on the French play ""Boudu sauvé des eaux"", which had previously been adapted on film in 1932 by Jean Renoir."
Snow White and the Seven Dwarfs and the Lonesome Ghost were released in December 1937 by what company?,"Snow White (Disney character); Snow White is a fictional character and a main character from Walt Disney Productions' first animated feature film ""Snow White and the Seven Dwarfs""."
"Between Twenty One Pilots and One Ok Rock, which band has more band members?","Ryota Kohama; Ryota Kohama (小浜良太 , Kohama Ryōta ) (born 4 September 1989), better known as his stage name Ryota, is a bassist in the Japanese rock band ONE OK ROCK."
Who wrote the 1981 Hindi romantic tragedy directed by K. Balachander starring Kamal Haasan?,"Maro Charitra; Maro Charitra (English: ""Another History"") is a 1978 Telugu-language Indian romantic tragedy film written and directed by K. Balachander."
What plot do Padmashree Laloo Prasad Yadav and A Fish Called Wanda share?,Padmashree Laloo Prasad Yadav; Padmashree Laloo Prasad Yadav is a Bollywood comedy film directed by and starring Mahesh Manjrekar.
"The Japanese manga series Cobra was devised with aspects of James Bond novels, the latter of which were written by who?","Osamu Akimoto; Osamu Akimoto (Japanese: 秋本 �?, Hepburn: Akimoto Osamu ) is a Japanese manga artist born on December 11, 1952 in Katsushika, Tokyo."
What 2017 English-language French 3D science fiction adventure film starred Dane William DeHaan as the title character?,"Dane DeHaan; Dane William DeHaan ( ; born February 6, 1986) is an American actor."
The James Garner filmography includes a film starring Ryan Gosling and Rachel McAdams that is set in what time period?,The Notebook; The Notebook is a 2004 American romantic drama film directed by Nick Cassavetes and based on the 1996 novel of the same name by Nicholas Sparks.
"<|/7\What is the song name interpolated by Khia Shamone Finch who is best known for her hit single ""My Neck, My Back (Lick It)""?",Thug Misses; Thug Misses is the debut album by American rapper Khia.
What was the full name of the film that Paul Feig directed in 2016?,Spy (2015 film); Spy is a 2015 American action comedy spy film written and directed by Paul Feig.
What was the community of which Cassadaga was named after known for? ,"Barnard, North Carolina; Barnard is an unincorporated community in Madison County, North Carolina, United States."
Kidada jones is the child of which famous Golden Globe award winner?,Angelina Jolie filmography; Angelina Jolie is an American actress and filmmaker.
Jean Eustache and Tian Zhuangzhuang both worked on what shared type of media/art?,"The Horse Thief; The Horse Thief is a 1986 Chinese film by director, Tian Zhuangzhuang."
What French actress and former musician starred in Raw?,"Marion Cotillard; Marion Cotillard (] ; born 30 September 1975) is a French actress, singer-songwriter, musician, environmentalist and spokesperson for Greenpeace who achieved international fame with the film ""La Vie en Rose"" (2007)."
When was the American painter and printmaker whose work among the collection in American painter and printmaker born?,"Royal Nebeker; Royal Gay Nebeker (February 22, 1945 �?September 6, 2014) was an American painter and print maker born in San Francisco."
"Which is a lesbian feminist magazine, Conditions or Sayidaty?","Renee Taylor (writer); Renée Gertrude Taylor, ONZM (born 1929), is a feminist writer and playwright from New Zealand."
"Mike McCarley is an American broadcasting executive, president of Golf Channel, and protégé of  an American television executive and what type of advisor?","Mike McCarley; Mike McCarley is an American broadcasting executive and the president of Golf Channel, a post he assumed in February 2011 after more than a decade with NBC."
What is the seating capacity of the stadium where the team coached by Gary Gibbs played their home games?,1991 Oklahoma Sooners football team; The 1991 Oklahoma Sooners football team represented the University of Oklahoma during the 1991 NCAA Division I-A football season.
"Which opera has more acts, Elegy for Young Lovers or Prince Igor?","Elegy for Young Lovers; Elegy for Young Lovers (in German, Elegie für junge Liebende ) is an opera in three acts by Hans Werner Henze to an English libretto by W. H. Auden and Chester Kallman."
What was the previous name given to the country in which the city that incorporates Chitungwiza town and Epworth is its current capital city?,"Buenos Aires Province; Buenos Aires (] , ""Provincia de Buenos Aires""; English: ""good airs"") is the largest and most populous Argentinian province."
"Where was the restaurant responsible for making the food item, Grand Chicken, formed in 1940?","Yak butter; Yak butter/ ""Dri Butter"" འབྲི་མར། is butter made from the milk of the domesticated female yak known as Dri འབྲི�?(""Bos grunniens"")."
What Lehigh University professor published a chapter for a school level textbook published by the Texas-based Foundation for Thought and Ethics?,"Kenneth R. Miller; Kenneth Raymond Miller (born July 14, 1948) is an American cell biologist and molecular biologist who is currently Professor of Biology and Royce Family Professor for Teaching Excellence at Brown University."
"Who has more scope of profession, Curtis Hanson or Rupert Julian?","National Association for Chiropractic Medicine; The National Association for Chiropractic Medicine (NACM) was a minority chiropractic association founded in 1984 that described itself as a ""consumer advocacy association of chiropractors""."
Delta Shuttle serviced which two important East Coast airports?,"KTM East Coast Railway Line; The East Coast Railway Line is the single track metre gauge runs between Gemas railway station, in Negeri Sembilan and Tumpat railway station, in Kelantan of Malaysia."
Who did Captain Comeback help win 35-34 in 1979?,1982 Minnesota Vikings season; The Minnesota Vikings season was the franchise's 22nd season in the National Football League.
When was the park that contains Sonictown opened?,"Rao Jodha Desert Rock Park; Rao Jodha Desert Rock Park, spreads over 72 hectares, near the historic Mehrangarh Fort in Jodhpur, Rajasthan, India."
Edge of the World is an album created by a guitarist who has won what award?,Gazing at the Moonlight; Gazing at the Moonlight is the debut studio album by American hip hop recording artist Hopsin.
"Who directed the movie that stars Ron Livingston as ""Rob""?",The Time Traveler's Wife (film); The Time Traveler's Wife is a 2009 American romantic science fiction drama film based on Audrey Niffenegger's 2003 novel of the same name.
Jerry Hey played on a commercial recording of the Michael Jackson album released in what year?,"Just a Little Bit of You; ""Just a Little Bit of You"" is a song from the 1975 Michael Jackson album titled ""Forever, Michael""."
What capital did Peter Parler live in that is referred to as the Czexh Kingdom in Enlish literature? ,"Wenzel Parler; Wenzel Parler (Czech: ""Václav Parléř"" , c. 1360 �?1404) was an architect and sculptor from the Parler family of German-Bohemian master builders and son of Peter Parler."
Are Pedro Almodóvar and Melvin Frank both Spanish film directors?,Bernardo Bonezzi; Bernardo Silvano Bonezzi Nahón (6 July 1964 - 30 August 2012) was a Spanish film music composer who was born in Madrid.
Who won both the 2014 Chicago Marathon men's race and the gold medal in the 2016 Olympic Marathon?,"Gaborone Marathon; The Steinmetz Gaborone Marathon is a marathon in Gaborone, Botswana."
Laura Ingalls Wilder was an American writer known for which series of children's books released from 1932 to 1943?,Laura Ingalls Wilder Medal; The Laura Ingalls Wilder Medal is a prize awarded by the American Library Association (ALA) to writers or illustrators of children's books published in the United States who have over a period of years made substantial and lasting contributions to children's literature.
What city is the Foley Center Library in?,"Doris Foley Library for Historical Research; The Doris Foley Library for Historical Research (formerly, Nevada City Free Public Library and Nevada City Library; colloquially: Carnegie Library or Foley) is a reference and research library in Nevada City, in Nevada County, California."
"In which year did this American figure skater, actress, and sports commentator, coached by Richard Callaghan, win a World champion?","Rudy Galindo; Val Joe ""Rudy"" Galindo (born September 7, 1969 in San Jose, California) is an American figure skater who competed in both single skating and pair skating."
Are Cricket and Cosmogirl magazines both for teenagers?,NYPD Cricket League; NYPD Cricket League or NYPD Cricket or Cricket NYPD is a private Twenty20 cricket league formed by the New York City Police Department for teenagers from the Caribbean and South Asian American communities in New York City.
"Which write of ""The Adventures of Tom Sawyer""  died on April 21, 1910?","Huckleberry Finn; Huckleberry ""Huck"" Finn is a fictional character created by Mark Twain who first appeared in the book ""The Adventures of Tom Sawyer"" and is the protagonist and narrator of its sequel, ""Adventures of Huckleberry Finn""."
"What is an alternate name for a drug lord, which Idris Elba plays in the HBO series ""The Wire""?","Proposition Joe; Joseph Stewart, better known as ""Proposition Joe"" or ""Prop Joe"", is a fictional character on the HBO drama ""The Wire"", played by actor Robert F. Chew."
Chris Tsirgiotis won an Emmy in 2015 for his work on a miniseries created by who?,"Chris Tsirgiotis; Chris Tsirgiotis is an American animator, most known for his background art pieces."
"The senior adviser to former President Barack Obama, Eric Schultz worked with which American political aide representing the White House to the press in 2014?","Ferial Govashiri; Ferial Govashiri is an Iranian-American political aide who served as the Personal Secretary to U.S. President Barack Obama at the White House from May 2014 through January 20, 2017."
"Which supporting analyst for Inside the NBA was born on October 5, 1972?","Antonio Davis; Antonio Lee Davis (born October 31, 1968) is an American retired National Basketball Association (NBA) player."
Union Carbide is owned by the multinational corporation headquartered where?,Rechargeable alkaline battery; A rechargeable alkaline battery (also known as alkaline rechargeable or rechargeable alkaline manganese (RAM)) is a type of alkaline battery that is capable of recharging for repeated use.
"What nationality is the award-winning actor who plays Agent Michael Malone in ""Without a Trace""?","Todd Manning and Marty Saybrooke rape storylines; The Todd Manning and Marty Saybrooke rape storylines are storylines from the ABC daytime drama ""One Life to Live"" consisting of rape, revenge, redemption and love."
The American actor and film producer that hosted a CBS special in 2001 gained worldwide fame for starring as what character in Star Wars?,"List of Star Wars species (K–O); This is a list of ""Star Wars"" species, containing the names of fictional sentient species from the ""Star Wars"" franchise beginning with the letters K through O. ""Star Wars"" is an American epic space opera film series created by George Lucas."
What Colombian actress born in 1972 had a supporting role in Soul Plane?,"Ryan Pinkston; Ryan James Pinkston (born February 8, 1988) is an American actor and model."
An actor that began his career as a fashion model stared in a movie based a fairy tale by who? ,"Childe Rowland; ""Childe Rowland"" is a fairy tale, the most popular version written by Joseph Jacobs in his ""English Fairy Tales"", published in 1890."
"When was one of the ""Strictly Come Dancing"" judges born? ","Strictly Come Dancing; Strictly Come Dancing (informally known as Strictly) is a British television dance contest, featuring contestants, celebrities, and other people, from all walks of life, with professional dance partners competing in a ballroom and Latin dance competition."
In the vein of what mathematician did Kit and The Widow perform?,"Don't Make Me Come to Vegas; ""Don't Make Me Come to Vegas"" is a song by singer-songwriter Tori Amos that originally appeared on her album ""Scarlet's Walk"" (2002)."
"What singer's 2011 pop song, produced by Scottish DJ Calvin Harris, made it on the Mexico Airplay Chart and was a number-one song in the ""Billboard"" Hot 100?","Mexico Airplay; Mexico Airplay is a record chart published weekly by ""Billboard"" magazine for singles receiving airplay in Mexico."
"The band The Slits contained which leading vocalist, Ari Up, or Morrissey?",Barry Hay; Barry Andrew Hay (born 16 August 1948) is an Indian-born Dutch musician best known as the leading vocalist and frontman for Dutch rock band Golden Earring.
What English new wave and synth-pop band formed in 1978 released its thirteenth single in 1985?,Duran Duran; Duran Duran ( ) are an English new wave and synth-pop band formed in Birmingham in 1978.
"Which of Pavel Helebrand production  is a romance novel by Jane Austen, first published in 1813?","Emma (novel); Emma, by Jane Austen, is a novel about youthful hubris and the perils of misconstrued romance."
What type of holy place does and have in common?,"Nyabinghi rhythm; Nyabinghi, also Nyahbinghi, Niyabinghi, Niyahbinghi, is the gathering of Rastas, known as Rastafarians to celebrate and commemorate key dates significant to Rastafari throughout the year."
"Which musician with which Cork worked was an English rock musician, best known as the bass player and occasional lead singer for the Jimi Hendrix Experience and guitarist/singer for Fat Mattress?",Experience Hendrix: The Best of Jimi Hendrix; Experience Hendrix: The Best of Jimi Hendrix is a compilation album of Jimi Hendrix songs released in 1997.
Dexter Scott King has a sister who was the first born child of which other civil rights leader?,"Heiberger, Alabama; Heiberger is a small Unincorporated community located about 10 miles north of Marion in Perry County, Alabama, United States."
What position did the coach of Mumbai City FC prior to Alexandre Guimarães play?,Pranjal Bhumij; Pranjal Bhumij (born 2 March 1999) is an Indian professional footballer who plays as a forward for Mumbai City FC in the Indian Super League.
Where is the 2011 Pan American stadium located near the capital of Jalisco?,"2011 Pan American Games torch relay; The 2011 Pan American Games torch relay was a 50-day torch run, from August 26–October 14, 2011, held prior to the 2011 Pan American Games."
"Ukulele Songs is the second solo studio album by Eddie Vedder, who appeared in what tribute band dedicated to the late singer Andrew Wood?","Chris Cornell; Chris Cornell (born Christopher John Boyle; July 20, 1964 �?May 18, 2017) was an American musician, singer, and songwriter."
Who contributed more to the early 1900s artistic world: Joe D'Amato or Man Ray? ,Emak-Bakia; Emak-Bakia (Basque for Leave me alone) is a 1926 film directed by Man Ray.
What was the artist nicknames Gentleman Jim's Christmas album?,"The Classic Christmas Album (Johnny Mathis album); The Classic Christmas Album is a Christmas compilation album by American pop singer Johnny Mathis that was released on October 7, 2014, by Columbia Records and includes two 1961 recordings that were previously unavailable: ""Ol' Kris Kringle"" and the original version of the title track from his 1969 Christmas album ""Give Me Your Love for Christmas""."
When was the women's college James David Christie was a professor at founded?,"Clear Grits; Clear Grits were reformers in the Canada West district of the Province of United Canada, a British colony that is now the Province of Ontario, Canada."
In what city was Eric Bledsoe drafted to the Oklahoma City Thunder before being traded to the Los Angeles Clippers?,"Matt Pinto; Matt Pinto is the radio voice for the Oklahoma City Thunder for WWLS-FM 98.1, the flagship station for the Thunder Radio Network."
Kaun Tujhe is sung by what Indian playback singer whose younger brother is Palash Muchhal?,Shweta Mohan; Shweta Mohan (born 19 November 1985) is an Indian playback singer.
"Who lived longer, Andrew L. Stone or Herbert Brenon?",The Stronger Passion; Beatrice is a 1921 Italian silent drama film directed by Herbert Brenon and starring Marie Doro and Sandro Salvini.
Serrano traditional narratives are common in the area located in what part of the United States?,"Northern Paiute traditional narratives; Northern Paiute traditional narratives include myths, legends, tales, and oral histories preserved by the Northern Paiute people of the Great Basin deserts of western Nevada, eastern California, and southeastern Oregon in the United States of America."
he Block Brochure: Welcome to the Soil 3 featured a guest appearance by what stand-up comedian and actor?,The Block Brochure: Welcome to the Soil 4; The Block Brochure: Welcome to the Soil 4 is the eighteenth studio album by American rapper E-40.
Nunzio DeFilippis is a comic book writer who wrote Frenemy of the State with the producer and writer who was known for her part on what NBC comedy?,"Skinwalker (comics); Skinwalker is a comic miniseries published by Oni Press, written by Nunzio DeFilippis and Christina Weir with art by Brian Hurtt."
"What character was portrayed by Clemence Poesy in the crime drama television series adapted from the 2011 ""The Bridge""?","Killer Women; Killer Women is an American crime drama television series that aired on ABC from January 7 to March 25, 2014."
Which Democratic United States senator first elected in 1998 having defeated the three-term Republican incumbent did the Stop Iran Rally especially focus on persuading to vote against the Joint Comprehensive Plan of Action?,Negotiations leading to the Joint Comprehensive Plan of Action; Negotiations leading to the Joint Comprehensive Plan of Action
What Bill Fennelly coached team calls Hilton Coliseum its home court? ,2008�?9 Iowa State Cyclones men's basketball team; The 2008�?9 Iowa State Cyclones men's basketball team represents Iowa State University during the 2008�?9 NCAA Division I men's basketball season.
A Trinidadian cricketer born 8 March 1981 was a resident of city lcated where?,Samuel Badree; Samuel Badree (born 8 March 1981) is a Trinidadian cricketer who plays internationally for the West Indies.
"Which city in Kennebec County, Maine is WJYE, sister station to WJTO?","KLIK; KLIK (1240 AM), branding as Newstalk 1240, is a radio station broadcasting a News Talk Information format."
How long is the history of the district that Sorubi is in?,"Theodore S. Parvin; Theodore Sutton Parvin was born on the 15th of January, 1817, in Cumberland County, New Jersey."
Conservatives for Patients' Rights has hired the PR firm that devised what anti-John Kerry attack campaign during the 2004 Presidential race?,"Carlton Sherwood; Carlton Alex Sherwood (December 16, 1946 �?June 11, 2014) was an American journalist who produced the anti-John Kerry film ""Stolen Honor""."
"Richard Williams is a poet who was inspired by an American rapper who was placed by ""The Source"" as number 44 on what list?",Dover Christ Church Academy; The Dover Christ Church Academy opened in September 2010 when it replaced Archers Court Maths and Computing College which had been placed in the National Challenge.
What was the principal creative role of both Akira Kurosawa and Pekka Karjalainen?,Pekka Karjalainen; Pekka Karjalainen is a Finnish film director and sound producer.
Do Nalini Prava Deka and J. K. Rowling do the same thing for a living?,"Pabitra Kumar Deka; Pabitra Kumar Deka (29 January 1940 �?5 January 2010) is a novelist, humor writer, publisher and editor of a monthly magazine, film critic and script writer living in Assam in India."
Northeast of the downtown of which city is the transmitter for WQKL located?,"WKRQ; WKRQ, known on-air as Q102, is a radio station located in the Cincinnati, Ohio area and broadcasts at 101.9 FM."
Max Dreyfus published a book containing the most popular and eduenduring songs from which decades?,Human Rights in World Context; Human Rights in World Context (German: Menschenrechte im Weltkontext) is a German language book containing cultural comparison study on Human Rights around the world.
Are both Gus Van Sant and Marc Forster screen writers?,Even Cowgirls Get the Blues (film); Even Cowgirls Get the Blues is a 1993 American romantic comedy-drama film based on Tom Robbins' 1976 novel of the same name.
"in the 1983�?4 DFB-Pokal cup final which team was from Mönchengladbach, North Rhine-Westphalia?",1984 DFB-Pokal semi-finals; The semi-finals of the 1983�?4 DFB-Pokal were some of the most memorable matches in the history of German football due to the unusual play patterns and results.
Erica Hubbard is the voice of the character Abbey on a tv series that began in what year?,"Erica Schroeder; Erica Schroeder (born April 27 1975), also known as Bella Hudson, is an American voice actress who has worked for 4K Media Inc. (formerly 4Kids Entertainment), DuArt Film and Video, NYAV Post and Central Park Media."
Who was born first Steve Harvey or Bernie Mac ?,"Steve Harvey; Broderick Stephen ""Steve"" Harvey (born January 17, 1957) is an American comedian, television host, producer, radio personality, actor, and author."
"The Paiute messiah buried in Schurz, Nevada's name means what in the Paiute language?","Mono language (California); Mono is a Native American language of the Numic group of Uto-Aztecan languages, the ancestral language of the Mono people."
"During the 2013 Cincinnati Bengals season, the Benagls lost to the Chargers, but who won Super Bowl XLVIII?",Cincinnati Ben–Gals; The Cincinnati Ben–Gals are the official cheerleading squad of the National Football League team Cincinnati Bengals.
True Country includes tracks by which singer and actor?,"WOKC; WOKC (True Country) is a commercial radio station in Okeechobee, Florida, broadcasting to the Okeechobee area on 1570 AM and 100.9 FM."
"Who was born first, Russell Mulcahy or Danny Cannon?","Ricochet (film); Ricochet is a 1991 American crime thriller film, directed by Russell Mulcahy and starring Denzel Washington, John Lithgow, Ice-T, Kevin Pollak, and Lindsay Wagner."
The person Siefredus of Northumbria succeeded died on what date?,Cadwallon ap Cadfan; Cadwallon ap Cadfan (died 634) was the King of Gwynedd from around 625 until his death in battle.
What is the tuition for preschool at the school in which Dr. Douglas M. North is Head of School?,"Hamden Hall Country Day School; Hamden Hall Country Day School is a coeducational private day school in Hamden, Connecticut, educating students in preschool through grade 12."
Nikes is song featured on an album released when?,"Nikes (song); ""Nikes"" is a song recorded by American singer Frank Ocean."
"Who was born first, Rudolf Schwarzkogler or Jacobo Morales?",Ángel (film); Ángel is a 2007 Puerto Rican film written and directed by Jacobo Morales.
Which of the 47 lotteries run by the United States is the oldest?,"Lotteries in the United States; In the United States, lotteries are run by 47 jurisdictions: 44 states plus the District of Columbia, Puerto Rico, and the U.S. Virgin Islands."
Was the lead role in the 89th academy award winning Best Foreign Language Film an actor or actress?,The King's Choice; The King's Choice (Norwegian: Kongens nei ) is a 2016 biographical war film directed by Erik Poppe.
What is the name of the actress who starred in the films Trixie and Clueless?,"Elisa Donovan; Elisa Donovan (born Lisa Adaline Donovan; February 3, 1971) is an American actress, writer, and producer."
"The network that airs ""SpongeBob SquarePants"" is based out of what city?",SpongeBob SquarePants 4D: The Great Jelly Rescue; SpongeBob SquarePants 4D: The Great Jelly Rescue (often referred to as SpongeBob SquarePants 4D or simply The Great Jelly Rescue) is a 4-D film attraction that serves a sequel to SpongeBob SquarePants 4-D.
In what City and Country was the magazine located that Razia Bhatti served as editor?,"Dipalpur; Dipalpur (Urdu: �?), also spelt Depalpur, is a city in Okara District of the Punjab that served as headquarters of Depalpur Tehsil."
"Whose band had the shortest name, Maurice White or Benjamin Orr?","Touch the World; Touch the World is the fourteenth studio album by Earth, Wind & Fire, produced by the band's leader Maurice White for Kalimba Productions, and released in 1987 on Columbia Records."
"Who published the cult zine ""Answer Me!""?",Burn Collector; Burn Collector is a perzine written and published by Berlin-based writer and musician Al Burian.
Are Spy Alley and Saint Petersburg varieties of board games?,Stanislav Gribkov; Stanislav Gribkov is a Russian conductor and artistic director of the Saint Petersburg TV.
Jay Walder had been CEO at a company that is a component of what index?,"Rongyu Group; Rongyu Group Co., Ltd. is a Chinese listed company based in Jilin City, Jilin Province."
"Which plant has more species, Damasonium or Hedera?",Damasonium alisma; Damasonium alisma is a species of flowering marsh plant known by the common name of starfruit.
"What town in England is located in a similar direction from both Ledshm, Cheshire and Capenhurst?","Kipper (musician); Kipper (born Mark Eldridge) is a Grammy-winning guitarist, keyboardist and music producer, known mostly from his cooperation with Gary Numan and Sting."
Which band was formed first Guster or Florence and the Machine?,SV St. Georg; SV St. Georg Hamburg is a German association football club playing in Hamburg.
"Since retiring, what does the England striker who helped England win through a hat-trick at the September 2001 qualifying game in Munich do as a career?","List of Croatia national football team hat-tricks; Since the inception of international association football matches in 1872, nine Croatian footballers have scored three or more goals (a hat-trick) in a game."
"In both The Paranoia Complex and Paranoia, characters are encouraged to do what to their opponents?","List of Paranoia Agent characters; The ""Paranoia Agent"" anime series features an extensive cast of characters created by Satoshi Kon."
"Dawn Michelle Staley, an American basketball Hall of Fame player and coach, was elected to carry which flag that consists of thirteen stripes and 50 stars?","Lindsay Gaze; Lindsay John Casson Gaze (born 16 August 1936 in Adelaide, South Australia) is an Australian basketball player and coach."
Actor Paul Ritter performed in a series of British television film adaptations of which author's history plays?,"Anne of Green Gables: The Continuing Story; Anne of Green Gables: The Continuing Story was a 2000 mini-series television film, and the third installment in a series of four films."
Baton Rouge Community College was visted by an American politician who was defeated in the 2016 Democratic primary by who?,"Kip Holden; Melvin Lee Holden, known as Kip Holden (born August 12, 1952), is an American politician who served from 2005 to 2016 as the Democratic Mayor-President of Baton Rouge and East Baton Rouge Parish, Louisiana, USA."
What type of media does Jonathan Glazer and Hayato Date have in common?,"Naruto: Shippuden (season 2); The second season of the """" anime series is directed by Hayato Date, and produced by Studio Pierrot and TV Tokyo."
What division does the team who drafted Rodney Leisle compete in?,"High Point Panthers; The High Point Panthers are the 16 varsity athletic teams that represent High Point University (HPU) in North Carolina, United States."
Which Jag Panzer album is a concept album about Shakespeare's shortest tragedy?,"Chris Broderick; Christopher Alan ""Chris"" Broderick (born March 6, 1970) is an American musician, best known as the former lead and rhythm guitarist of the American heavy metal band Megadeth."
"The song Ladies' Choice is performed in the film ""Hairspray"" by an actor born in what year?","Edmund Kean; Edmund Kean (4 November 178715 May 1833) was a celebrated British Shakespearean stage actor born in England, who performed in London, Belfast, New York, Quebec, and Paris among other places."
Which presidential campaign did the founder of Newsmax Media support?,"Christopher Ruddy; Christopher Ruddy (born January 28, 1965) is the CEO of Newsmax Media, which publishes Newsmax.com and broadcasts the Newsmax TV network."
Which actor starred in the film Biutufil and No Country for Old Men?,"Oude Mannenhuis; An Oude Mannenhuis, or ""Old Men's house"" is a Dutch term for a home for poor men older than sixty, who could spend their final days enjoying regular meals and a clean place to sleep."
What was the religion of the king who founded The Kyng's Newe Gramer Scole of Credyton?,"Bahá'í Faith in Greater Boston; The Bahá'í Faith in Greater Boston, a combined statistical area, has had glimpses of the religion in the 19th century arising to its first community of religionists at the turn of the century."
"Which author won the Nobel Prize, J. G. Ballard and André Gide?","Le retour de l'enfant prodigue; ""Le Retour de l'Enfant Prodigue"" (""The Return of the Prodigal Son"") is a short story by André Gide."
The stadium used by the Georgia State Panthers during Shawn Elliot's first year as head coach was located in which city?,Georgia State Panthers baseball; The Georgia State Panthers baseball team represents Georgia State University in NCAA Division I college baseball.
Marc Evan Jackson played a character named Kevin Cozner in a show that premiered on what channel? ,"Kevin Kelley (musician); Kevin Daniel Kelley (March 25, 1943 �?April 6, 2002) was an American drummer, best known for his work with the rock bands The Byrds and the Rising Sons."
The Entertainment at Britain's Burse is a play that was commissioned by the younger son of which 1st Baron Burghley?,Walter Travers; Walter Travers (1548?
"what is the director of of the 1989 film starring Bubba Smith, David Graf and Michael Winslow best known for?","Grandview, U.S.A.; Grandview, U.S.A. is a 1984 American comedy film directed by Randal Kleiser and starring Jamie Lee Curtis, Patrick Swayze, C. Thomas Howell, Jennifer Jason Leigh, Carole Cook, Ramon Bieri, John Cusack, Joan Cusack, M. Emmet Walsh, Michael Winslow, Troy Donahue and Steve Dahl."
Enter the Eagles starred this Hong Kong actor and singer who is a member of what committee?,"HKUGA Primary School; HKUGA Primary School (also called as Hong Kong University Graduates Associate Primary School; Chinese: 港大同學會小�? is a co-educational primary school located at No.9 Yee Shing Street, Chai Wan, Hong Kong."
What type of band do both Geddy Lee and Glenn Richards play in?,"Geddy Lee; Geddy Lee Weinrib, {'1': "", '2': "", '3': "", '4': ""} (born Gary Lee Weinrib; July 29, 1953), known professionally as Geddy Lee, is a Canadian musician, singer, and songwriter best known as the lead vocalist, bassist, and keyboardist for the Canadian rock group Rush."
What German poet's widow was mentor to Brigitte Klump?,Friedrich Hölderlin; Johann Christian Friedrich Hölderlin (] ; 20 March 1770 �?7 June 1843) was a German poet.
"In addition to her appearance on Dannon Oilos commercial and her role in the movie Surrogates, what role did Ali Raymer take in the Yoplait's itsy bitsy yogurt campaign?","Bikini in popular culture; The modern bikini made its debut in 1946, and since then it has caught the popular imagination becoming probably the most popular women's swimsuit, and not necessarily for swimming."
"What credits were earned by the singer who first gained major recognition for his feature on YG's ""Toot It and Boot It?""","Post Malone; Austin Richard Post (born July 4, 1995), known professionally as Post Malone, is an American rapper, singer, songwriter, record producer, and guitarist."
What is the population of the city where the artist of the album Nowhere to Hide is from?,"The Stumble; ""The Stumble"" is a blues guitar instrumental composed and recorded by American blues artist Freddie King, for his 1961 album ""Let's Hide Away and Dance Away with Freddy King"", (King 773)."
"""70 tonners"" were originally built for which northeast railroad?","Aberdeen station (Maryland); Aberdeen is a train station in Aberdeen, Maryland, on the Northeast Corridor."
Where is the college located from which Roberta Teale Swartz took her Bachelor of Arts degree in 1925?,Richard Brown (professor); Richard Brown (c. 1712 �?1780?)
"What was Gloria Estefan's second solo album without Miami Sound Machine, featuring the single ""Seal Our Fate""?","Gloria Estefan; Gloria Estefan (born Gloria María Milagrosa Fajardo García; September 1, 1957) is a Cuban-American singer, songwriter, actress, and businesswoman."
What was the population in the 2000 Census of the county in which South Schraalenburgh Church is located?,"South Schraalenburgh Church; South Schraalenburgh Church, also known as South Presbyterian Church, was founded 1723 in Bergenfield, Bergen County, New Jersey, United States as a Dutch reformed church, as an alternative place of worship, as the nearest church was located in Hackensack."
"What American folk punk band released their fifth studio album by SideOneDummy Records on May 6, 2014? ",The General Strike; The General Strike is Anti-Flag's eighth studio album.
